Igehely	Kapcsolódó igehely	Kapcsolódó igehely magyar megjelenítése	Votes
1Móz 1:31	2Móz 20:11	2Móz 20,11	11
1Móz 1:31	1Móz 1:19	1Móz 1,19	3
1Móz 1:31	Zsolt 104:24	Zsolt 104,24	21
1Móz 1:31	1Móz 1:5	1Móz 1,5	4
1Móz 1:31	Sir 3:38	Sir 3,38	8
1Móz 1:31	1Móz 1:23	1Móz 1,23	5
1Móz 1:31	Jób 38:7	Jób 38,7	5
1Móz 1:31	Zsolt 104:31	Zsolt 104,31	10
1Móz 1:31	1Móz 1:8	1Móz 1,8	4
1Móz 1:31	1Móz 1:13	1Móz 1,13	2
1Móz 1:31	Zsolt 19:1	Zsolt 19,1	12
1Móz 1:31	Zsolt 19:2	Zsolt 19,2	12
1Móz 2:1	Ézs 42:5	Ézs 42,5	6
1Móz 2:1	Neh 9:6	Neh 9,6	4
1Móz 2:1	Jer 10:16	Jer 10,16	3
1Móz 2:1	Zsolt 33:6	Zsolt 33,6	10
1Móz 2:1	Ézs 65:17	Ézs 65,17	3
1Móz 2:1	Ézs 34:4	Ézs 34,4	0
1Móz 2:1	Jer 8:2	Jer 8,2	1
1Móz 2:1	Ézs 45:12	Ézs 45,12	5
1Móz 2:1	1Móz 1:10	1Móz 1,10	3
1Móz 2:1	Zsolt 104:2	Zsolt 104,2	0
1Móz 2:1	Ézs 48:13	Ézs 48,13	3
1Móz 2:1	5Móz 17:3	5Móz 17,3	2
1Móz 2:1	2Kir 19:15	2Kir 19,15	6
1Móz 2:1	5Móz 4:19	5Móz 4,19	3
1Móz 2:1	Zsolt 89:11	Zsolt 89,11	4
1Móz 2:1	Zsolt 89:13	Zsolt 89,13	4
1Móz 2:1	Zak 12:1	Zak 12,1	4
1Móz 2:1	ApCsel 7:42	ApCsel 7,42	0
1Móz 2:1	2Móz 31:17	2Móz 31,17	10
1Móz 2:1	Zsid 4:3	Zsid 4,3	3
1Móz 2:1	Zsolt 33:9	Zsolt 33,9	4
1Móz 2:1	Ézs 45:18	Ézs 45,18	7
1Móz 2:1	Zsolt 136:5	Zsolt 136,5	4
1Móz 2:1	Zsolt 136:8	Zsolt 136,8	4
1Móz 2:1	Ézs 40:26	Ézs 40,26	4
1Móz 2:1	Ézs 40:28	Ézs 40,28	4
1Móz 2:1	Luk 2:13	Luk 2,13	0
1Móz 2:1	2Móz 20:11	2Móz 20,11	9
1Móz 2:1	Zsolt 146:6	Zsolt 146,6	5
1Móz 2:1	ApCsel 4:24	ApCsel 4,24	3
1Móz 2:1	Jer 10:12	Jer 10,12	3
1Móz 2:1	Jób 12:9	Jób 12,9	1
1Móz 2:1	2Kir 21:3	2Kir 21,3	2
1Móz 2:1	2Kir 21:5	2Kir 21,5	2
1Móz 2:1	1Móz 1:1	1Móz 1,1	9
1Móz 2:1	1Móz 2:4	1Móz 2,4	3
1Móz 2:1	Ézs 55:9	Ézs 55,9	1
1Móz 2:1	2Krón 2:12	2Krón 2,12	4
1Móz 2:2	2Móz 20:8	2Móz 20,8	8
1Móz 2:2	2Móz 20:11	2Móz 20,11	8
1Móz 2:2	5Móz 5:14	5Móz 5,14	11
1Móz 2:2	2Móz 23:12	2Móz 23,12	9
1Móz 2:2	Ján 5:17	Ján 5,17	6
1Móz 2:2	1Móz 1:31	1Móz 1,31	2
1Móz 2:2	2Móz 31:17	2Móz 31,17	14
1Móz 2:2	Ézs 58:13	Ézs 58,13	4
1Móz 2:2	Zsid 4:4	Zsid 4,4	20
1Móz 2:3	3Móz 23:3	3Móz 23,3	16
1Móz 2:3	2Móz 23:12	2Móz 23,12	7
1Móz 2:3	2Móz 16:22	2Móz 16,22	6
1Móz 2:3	2Móz 16:30	2Móz 16,30	6
1Móz 2:3	Neh 9:14	Neh 9,14	7
1Móz 2:3	2Móz 34:21	2Móz 34,21	9
1Móz 2:3	Ézs 58:13	Ézs 58,13	8
1Móz 2:3	Ézs 58:14	Ézs 58,14	8
1Móz 2:3	Jer 17:21	Jer 17,21	8
1Móz 2:3	Jer 17:27	Jer 17,27	8
1Móz 2:3	Luk 23:56	Luk 23,56	11
1Móz 2:3	Ez 20:12	Ez 20,12	15
1Móz 2:3	2Móz 31:13	2Móz 31,13	11
1Móz 2:3	2Móz 31:17	2Móz 31,17	11
1Móz 2:3	3Móz 25:2	3Móz 25,2	7
1Móz 2:3	3Móz 25:3	3Móz 25,3	7
1Móz 2:3	Ézs 56:2	Ézs 56,2	6
1Móz 2:3	Ézs 56:7	Ézs 56,7	6
1Móz 2:3	Mk 2:27	Mk 2,27	15
1Móz 2:3	Neh 13:15	Neh 13,15	4
1Móz 2:3	Neh 13:22	Neh 13,22	4
1Móz 2:3	Péld 10:22	Péld 10,22	5
1Móz 2:3	Zsid 4:4	Zsid 4,4	7
1Móz 2:3	Zsid 4:10	Zsid 4,10	7
1Móz 2:3	2Móz 35:2	2Móz 35,2	9
1Móz 2:3	2Móz 35:3	2Móz 35,3	9
1Móz 2:3	5Móz 5:12	5Móz 5,12	7
1Móz 2:3	5Móz 5:14	5Móz 5,14	7
1Móz 2:3	2Móz 20:8	2Móz 20,8	8
1Móz 2:3	2Móz 20:11	2Móz 20,11	8
1Móz 2:4	1Móz 36:1	1Móz 36,1	3
1Móz 2:4	1Móz 25:12	1Móz 25,12	2
1Móz 2:4	Jób 38:28	Jób 38,28	3
1Móz 2:4	Ézs 44:6	Ézs 44,6	0
1Móz 2:4	2Móz 6:16	2Móz 6,16	2
1Móz 2:4	1Móz 25:19	1Móz 25,19	2
1Móz 2:4	Jel 1:8	Jel 1,8	4
1Móz 2:4	1Móz 1:1	1Móz 1,1	2
1Móz 2:4	1Móz 1:4	1Móz 1,4	3
1Móz 2:4	1Kir 18:39	1Kir 18,39	3
1Móz 2:4	1Móz 5:1	1Móz 5,1	7
1Móz 2:4	Jel 16:5	Jel 16,5	1
1Móz 2:4	1Móz 1:28	1Móz 1,28	2
1Móz 2:4	1Móz 1:31	1Móz 1,31	3
1Móz 2:4	Zsolt 90:1	Zsolt 90,1	0
1Móz 2:4	Zsolt 90:2	Zsolt 90,2	0
1Móz 2:4	Jel 1:4	Jel 1,4	0
1Móz 2:4	1Móz 11:10	1Móz 11,10	2
1Móz 2:4	Zsolt 18:31	Zsolt 18,31	2
1Móz 2:4	2Krón 20:6	2Krón 20,6	2
1Móz 2:4	Jel 11:17	Jel 11,17	0
1Móz 2:4	1Móz 36:9	1Móz 36,9	2
1Móz 2:4	1Móz 10:1	1Móz 10,1	2
1Móz 2:4	2Móz 15:3	2Móz 15,3	3
1Móz 2:4	Zsolt 86:10	Zsolt 86,10	0
1Móz 2:5	1Móz 1:11	1Móz 1,11	6
1Móz 2:5	1Móz 1:12	1Móz 1,12	6
1Móz 2:5	Jób 5:10	Jób 5,10	7
1Móz 2:5	Zsolt 135:7	Zsolt 135,7	5
1Móz 2:5	Jób 38:26	Jób 38,26	6
1Móz 2:5	Jób 38:28	Jób 38,28	6
1Móz 2:5	1Móz 4:2	1Móz 4,2	6
1Móz 2:5	Jer 14:22	Jer 14,22	5
1Móz 2:5	Zsolt 65:9	Zsolt 65,9	4
1Móz 2:5	Zsolt 65:11	Zsolt 65,11	4
1Móz 2:5	1Móz 3:23	1Móz 3,23	8
1Móz 2:5	Zsid 6:7	Zsid 6,7	7
1Móz 2:5	Mt 5:45	Mt 5,45	4
1Móz 2:5	Zsolt 104:14	Zsolt 104,14	5
1Móz 2:5	1Móz 4:12	1Móz 4,12	6
1Móz 2:7	ApCsel 17:25	ApCsel 17,25	25
1Móz 2:7	Préd 3:20	Préd 3,20	12
1Móz 2:7	Préd 3:21	Préd 3,21	12
1Móz 2:7	1Móz 7:22	1Móz 7,22	15
1Móz 2:7	1Móz 3:23	1Móz 3,23	9
1Móz 2:7	2Kor 4:7	2Kor 4,7	4
1Móz 2:7	Zak 12:1	Zak 12,1	12
1Móz 2:7	Zsolt 139:14	Zsolt 139,14	5
1Móz 2:7	Zsolt 139:15	Zsolt 139,15	5
1Móz 2:7	1Móz 3:19	1Móz 3,19	19
1Móz 2:7	Préd 3:7	Préd 3,7	-1
1Móz 2:7	2Kor 5:1	2Kor 5,1	5
1Móz 2:7	Jób 27:3	Jób 27,3	18
1Móz 2:7	Préd 12:7	Préd 12,7	36
1Móz 2:7	Jób 33:6	Jób 33,6	6
1Móz 2:7	1Kor 15:45	1Kor 15,45	38
1Móz 2:7	Jób 4:19	Jób 4,19	4
1Móz 2:7	Ján 20:22	Ján 20,22	4
1Móz 2:7	Péld 20:27	Péld 20,27	6
1Móz 2:7	1Kor 15:47	1Kor 15,47	20
1Móz 2:7	4Móz 27:16	4Móz 27,16	4
1Móz 2:7	Ézs 64:8	Ézs 64,8	30
1Móz 2:7	Jób 33:4	Jób 33,4	38
1Móz 2:7	Zsolt 100:3	Zsolt 100,3	11
1Móz 2:7	4Móz 16:22	4Móz 16,22	7
1Móz 2:7	Ézs 2:22	Ézs 2,22	10
1Móz 2:7	Zsid 12:9	Zsid 12,9	7
1Móz 2:7	Zsolt 103:14	Zsolt 103,14	12
1Móz 2:7	Róm 9:20	Róm 9,20	10
1Móz 2:8	1Móz 4:16	1Móz 4,16	4
1Móz 2:8	1Móz 13:10	1Móz 13,10	5
1Móz 2:8	Ez 27:23	Ez 27,23	1
1Móz 2:8	1Móz 3:24	1Móz 3,24	7
1Móz 2:8	Ez 31:18	Ez 31,18	1
1Móz 2:8	Jóel 2:3	Jóel 2,3	4
1Móz 2:8	2Kir 19:12	2Kir 19,12	4
1Móz 2:8	Ez 31:8	Ez 31,8	4
1Móz 2:8	Ez 31:9	Ez 31,9	4
1Móz 2:8	Ézs 51:3	Ézs 51,3	4
1Móz 2:8	Ez 31:16	Ez 31,16	2
1Móz 2:8	Ez 28:13	Ez 28,13	7
1Móz 2:9	1Móz 3:3	1Móz 3,3	7
1Móz 2:9	Péld 11:30	Péld 11,30	10
1Móz 2:9	Ez 31:16	Ez 31,16	5
1Móz 2:9	Ez 31:8	Ez 31,8	4
1Móz 2:9	Ez 31:9	Ez 31,9	4
1Móz 2:9	Jel 22:14	Jel 22,14	18
1Móz 2:9	1Kor 8:1	1Kor 8,1	2
1Móz 2:9	Ez 31:18	Ez 31,18	3
1Móz 2:9	Ez 47:12	Ez 47,12	12
1Móz 2:9	Jel 22:2	Jel 22,2	12
1Móz 2:9	1Móz 2:17	1Móz 2,17	7
1Móz 2:9	Ézs 47:10	Ézs 47,10	3
1Móz 2:9	5Móz 6:25	5Móz 6,25	1
1Móz 2:9	Ézs 44:25	Ézs 44,25	3
1Móz 2:9	Jel 2:7	Jel 2,7	18
1Móz 2:9	Péld 3:18	Péld 3,18	9
1Móz 2:9	1Móz 3:22	1Móz 3,22	19
1Móz 2:9	Ján 6:48	Ján 6,48	3
1Móz 2:10	Jel 22:1	Jel 22,1	8
1Móz 2:10	Zsolt 46:4	Zsolt 46,4	7
1Móz 2:11	1Móz 10:7	1Móz 10,7	3
1Móz 2:11	1Móz 25:18	1Móz 25,18	5
1Móz 2:11	1Sám 15:7	1Sám 15,7	4
1Móz 2:11	1Móz 10:29	1Móz 10,29	4
1Móz 2:12	2Móz 28:20	2Móz 28,20	4
1Móz 2:12	2Móz 39:13	2Móz 39,13	3
1Móz 2:12	Ez 28:13	Ez 28,13	4
1Móz 2:12	Jób 28:16	Jób 28,16	4
1Móz 2:12	4Móz 11:7	4Móz 11,7	4
1Móz 2:13	Ézs 11:11	Ézs 11,11	2
1Móz 2:13	1Móz 10:6	1Móz 10,6	2
1Móz 2:14	1Móz 10:11	1Móz 10,11	2
1Móz 2:14	1Móz 25:18	1Móz 25,18	2
1Móz 2:14	1Móz 10:22	1Móz 10,22	2
1Móz 2:14	5Móz 1:7	5Móz 1,7	2
1Móz 2:14	Dán 10:4	Dán 10,4	5
1Móz 2:14	1Móz 15:18	1Móz 15,18	4
1Móz 2:14	Jel 9:14	Jel 9,14	2
1Móz 2:14	5Móz 11:24	5Móz 11,24	2
1Móz 2:15	Zsolt 128:2	Zsolt 128,2	24
1Móz 2:15	Jób 31:33	Jób 31,33	-3
1Móz 2:15	Ef 4:28	Ef 4,28	15
1Móz 2:15	1Móz 2:8	1Móz 2,8	21
1Móz 2:15	1Móz 2:2	1Móz 2,2	10
1Móz 2:16	1Sám 15:22	1Sám 15,22	9
1Móz 2:16	1Móz 2:9	1Móz 2,9	6
1Móz 2:16	1Tim 4:4	1Tim 4,4	8
1Móz 2:16	1Móz 3:1	1Móz 3,1	3
1Móz 2:16	1Móz 3:2	1Móz 3,2	3
1Móz 2:16	1Tim 6:17	1Tim 6,17	7
1Móz 2:17	1Móz 20:7	1Móz 20,7	5
1Móz 2:17	1Sám 20:31	1Sám 20,31	4
1Móz 2:17	1Móz 3:17	1Móz 3,17	11
1Móz 2:17	1Sám 22:16	1Sám 22,16	4
1Móz 2:17	Ef 2:1	Ef 2,1	10
1Móz 2:17	Ef 2:6	Ef 2,6	10
1Móz 2:17	Ez 3:18	Ez 3,18	7
1Móz 2:17	Ez 3:20	Ez 3,20	7
1Móz 2:17	1Sám 14:39	1Sám 14,39	5
1Móz 2:17	1Móz 3:19	1Móz 3,19	16
1Móz 2:17	Róm 1:32	Róm 1,32	11
1Móz 2:17	5Móz 27:26	5Móz 27,26	5
1Móz 2:17	1Móz 3:1	1Móz 3,1	3
1Móz 2:17	1Móz 3:4	1Móz 3,4	3
1Móz 2:17	4Móz 26:65	4Móz 26,65	5
1Móz 2:17	1Sám 14:44	1Sám 14,44	4
1Móz 2:17	Ez 33:8	Ez 33,8	8
1Móz 2:17	1Kir 2:37	1Kir 2,37	3
1Móz 2:17	Jer 26:8	Jer 26,8	4
1Móz 2:17	Jel 2:11	Jel 2,11	6
1Móz 2:17	Róm 8:2	Róm 8,2	8
1Móz 2:17	Jel 21:8	Jel 21,8	14
1Móz 2:17	Kol 2:13	Kol 2,13	14
1Móz 2:17	Ez 33:14	Ez 33,14	6
1Móz 2:17	Ez 18:4	Ez 18,4	8
1Móz 2:17	Gal 3:10	Gal 3,10	13
1Móz 2:17	Ez 18:32	Ez 18,32	11
1Móz 2:17	5Móz 30:15	5Móz 30,15	6
1Móz 2:17	Róm 5:12	Róm 5,12	9
1Móz 2:17	Róm 5:21	Róm 5,21	9
1Móz 2:17	Jel 20:14	Jel 20,14	7
1Móz 2:17	1Kor 15:22	1Kor 15,22	13
1Móz 2:17	Jel 20:6	Jel 20,6	4
1Móz 2:17	1Tim 5:6	1Tim 5,6	13
1Móz 2:17	Róm 6:23	Róm 6,23	19
1Móz 2:17	1Kir 2:42	1Kir 2,42	5
1Móz 2:17	Jak 1:15	Jak 1,15	17
1Móz 2:17	5Móz 30:19	5Móz 30,19	6
1Móz 2:17	Ez 18:13	Ez 18,13	5
1Móz 2:17	1Móz 3:11	1Móz 3,11	10
1Móz 2:17	Róm 6:16	Róm 6,16	9
1Móz 2:17	1Móz 2:9	1Móz 2,9	5
1Móz 2:17	1Ján 5:16	1Ján 5,16	12
1Móz 2:17	1Kor 15:56	1Kor 15,56	12
1Móz 2:17	Róm 7:10	Róm 7,10	11
1Móz 2:17	Róm 7:13	Róm 7,13	11
1Móz 2:17	Ef 5:14	Ef 5,14	9
1Móz 2:18	Péld 18:22	Péld 18,22	22
1Móz 2:18	1Móz 3:12	1Móz 3,12	16
1Móz 2:18	1Móz 1:31	1Móz 1,31	14
1Móz 2:18	Préd 4:9	Préd 4,9	49
1Móz 2:18	Préd 4:12	Préd 4,12	49
1Móz 2:18	1Kor 7:36	1Kor 7,36	13
1Móz 2:18	1Kor 11:7	1Kor 11,7	28
1Móz 2:18	1Kor 11:12	1Kor 11,12	28
1Móz 2:18	1Pét 3:7	1Pét 3,7	27
1Móz 2:18	Ruth 3:1	Ruth 3,1	15
1Móz 2:18	1Tim 2:11	1Tim 2,11	14
1Móz 2:18	1Tim 2:13	1Tim 2,13	14
1Móz 2:19	1Móz 9:2	1Móz 9,2	4
1Móz 2:19	1Móz 6:20	1Móz 6,20	3
1Móz 2:19	1Móz 1:28	1Móz 1,28	6
1Móz 2:19	1Móz 2:22	1Móz 2,22	3
1Móz 2:19	1Móz 2:23	1Móz 2,23	3
1Móz 2:19	1Móz 1:20	1Móz 1,20	5
1Móz 2:19	1Móz 1:26	1Móz 1,26	5
1Móz 2:19	Zsolt 8:4	Zsolt 8,4	7
1Móz 2:19	Zsolt 8:8	Zsolt 8,8	7
1Móz 2:20	1Móz 2:18	1Móz 2,18	2
1Móz 2:21	Jób 33:15	Jób 33,15	2
1Móz 2:21	Jób 4:13	Jób 4,13	3
1Móz 2:21	Dán 8:18	Dán 8,18	2
1Móz 2:21	1Móz 15:12	1Móz 15,12	5
1Móz 2:21	1Sám 26:12	1Sám 26,12	3
1Móz 2:21	Péld 19:15	Péld 19,15	1
1Móz 2:22	Zsid 13:4	Zsid 13,4	5
1Móz 2:22	Péld 18:22	Péld 18,22	2
1Móz 2:22	Zsolt 127:1	Zsolt 127,1	0
1Móz 2:22	1Móz 2:19	1Móz 2,19	2
1Móz 2:22	1Kor 11:8	1Kor 11,8	13
1Móz 2:22	1Kor 11:9	1Kor 11,9	13
1Móz 2:22	Péld 19:14	Péld 19,14	2
1Móz 2:22	1Tim 2:13	1Tim 2,13	8
1Móz 2:23	2Sám 5:1	2Sám 5,1	8
1Móz 2:23	2Sám 19:13	2Sám 19,13	4
1Móz 2:23	Bír 9:2	Bír 9,2	5
1Móz 2:23	1Móz 29:14	1Móz 29,14	5
1Móz 2:23	Ef 5:28	Ef 5,28	23
1Móz 2:23	Ef 5:30	Ef 5,30	23
1Móz 2:23	1Kor 11:8	1Kor 11,8	10
1Móz 2:23	1Kor 11:9	1Kor 11,9	10
1Móz 2:24	Mk 10:6	Mk 10,6	47
1Móz 2:24	Mk 10:12	Mk 10,12	47
1Móz 2:24	1Kor 7:2	1Kor 7,2	15
1Móz 2:24	1Kor 7:4	1Kor 7,4	15
1Móz 2:24	5Móz 10:20	5Móz 10,20	3
1Móz 2:24	1Móz 31:14	1Móz 31,14	2
1Móz 2:24	1Móz 31:15	1Móz 31,15	2
1Móz 2:24	1Tim 5:14	1Tim 5,14	4
1Móz 2:24	Péld 31:10	Péld 31,10	15
1Móz 2:24	Péld 12:4	Péld 12,4	13
1Móz 2:24	Mt 19:3	Mt 19,3	75
1Móz 2:24	Mt 19:9	Mt 19,9	75
1Móz 2:24	Józs 23:8	Józs 23,8	1
1Móz 2:24	ApCsel 11:23	ApCsel 11,23	1
1Móz 2:24	5Móz 4:4	5Móz 4,4	3
1Móz 2:24	Róm 7:2	Róm 7,2	32
1Móz 2:24	1Kor 6:16	1Kor 6,16	20
1Móz 2:24	1Kor 6:17	1Kor 6,17	20
1Móz 2:24	Mal 2:14	Mal 2,14	12
1Móz 2:24	Mal 2:16	Mal 2,16	12
1Móz 2:24	1Pét 3:1	1Pét 3,1	26
1Móz 2:24	1Pét 3:7	1Pét 3,7	26
1Móz 2:24	3Móz 22:12	3Móz 22,12	6
1Móz 2:24	3Móz 22:13	3Móz 22,13	6
1Móz 2:24	1Móz 24:58	1Móz 24,58	4
1Móz 2:24	1Móz 24:59	1Móz 24,59	4
1Móz 2:24	Ef 5:28	Ef 5,28	60
1Móz 2:24	Ef 5:31	Ef 5,31	60
1Móz 2:24	Zsolt 45:10	Zsolt 45,10	8
1Móz 2:24	1Kor 7:10	1Kor 7,10	14
1Móz 2:24	1Kor 7:11	1Kor 7,11	14
1Móz 2:25	1Móz 3:7	1Móz 3,7	8
1Móz 2:25	Jer 6:15	Jer 6,15	2
1Móz 2:25	Ézs 47:3	Ézs 47,3	4
1Móz 2:25	Ézs 44:9	Ézs 44,9	2
1Móz 2:25	Mk 8:38	Mk 8,38	2
1Móz 2:25	Jóel 2:26	Jóel 2,26	5
1Móz 2:25	Róm 10:11	Róm 10,11	7
1Móz 2:25	2Móz 32:25	2Móz 32,25	3
1Móz 2:25	Ez 16:61	Ez 16,61	3
1Móz 2:25	Zsolt 31:17	Zsolt 31,17	2
1Móz 2:25	1Móz 3:10	1Móz 3,10	8
1Móz 2:25	1Móz 3:11	1Móz 3,11	8
1Móz 2:25	Ézs 54:4	Ézs 54,4	3
1Móz 2:25	Zsolt 25:3	Zsolt 25,3	3
1Móz 2:25	Luk 9:26	Luk 9,26	3
1Móz 2:25	Jer 17:13	Jer 17,13	5
1Móz 3:1	Ézs 27:1	Ézs 27,1	7
1Móz 3:1	Mt 4:6	Mt 4,6	9
1Móz 3:1	Jel 20:2	Jel 20,2	18
1Móz 3:1	Préd 4:10	Préd 4,10	2
1Móz 3:1	Mt 10:16	Mt 10,16	10
1Móz 3:1	2Kor 11:3	2Kor 11,3	50
1Móz 3:1	Jel 12:9	Jel 12,9	24
1Móz 3:1	4Móz 22:28	4Móz 22,28	3
1Móz 3:1	4Móz 22:29	4Móz 22,29	3
1Móz 3:1	1Móz 3:13	1Móz 3,13	11
1Móz 3:1	1Móz 3:15	1Móz 3,15	11
1Móz 3:1	Mt 4:9	Mt 4,9	1
1Móz 3:1	2Kor 11:14	2Kor 11,14	28
1Móz 3:1	Mt 4:3	Mt 4,3	17
1Móz 3:1	1Pét 3:7	1Pét 3,7	-1
1Móz 3:2	Zsolt 58:4	Zsolt 58,4	-1
1Móz 3:3	2Móz 19:12	2Móz 19,12	3
1Móz 3:3	2Móz 19:13	2Móz 19,13	3
1Móz 3:3	Jób 19:21	Jób 19,21	2
1Móz 3:3	1Kor 7:1	1Kor 7,1	1
1Móz 3:3	Kol 2:21	Kol 2,21	2
1Móz 3:3	1Móz 20:6	1Móz 20,6	4
1Móz 3:3	Jób 2:5	Jób 2,5	2
1Móz 3:3	2Kor 6:17	2Kor 6,17	4
1Móz 3:3	1Krón 16:22	1Krón 16,22	2
1Móz 3:3	1Móz 2:16	1Móz 2,16	9
1Móz 3:3	1Móz 2:17	1Móz 2,17	9
1Móz 3:3	Jób 1:11	Jób 1,11	4
1Móz 3:4	2Kir 8:10	2Kir 8,10	2
1Móz 3:4	1Móz 3:13	1Móz 3,13	3
1Móz 3:4	2Kor 2:11	2Kor 2,11	3
1Móz 3:4	5Móz 29:19	5Móz 29,19	2
1Móz 3:4	2Kir 1:6	2Kir 1,6	2
1Móz 3:4	2Kir 1:4	2Kir 1,4	2
1Móz 3:4	2Kor 11:3	2Kor 11,3	9
1Móz 3:4	Zsolt 10:11	Zsolt 10,11	2
1Móz 3:4	2Kir 1:16	2Kir 1,16	2
1Móz 3:4	1Tim 2:14	1Tim 2,14	4
1Móz 3:4	Ján 8:44	Ján 8,44	9
1Móz 3:5	1Móz 2:17	1Móz 2,17	5
1Móz 3:5	1Kir 22:6	1Kir 22,6	2
1Móz 3:5	Zsolt 12:4	Zsolt 12,4	1
1Móz 3:5	1Móz 3:7	1Móz 3,7	3
1Móz 3:5	Ez 29:3	Ez 29,3	0
1Móz 3:5	2Kor 11:3	2Kor 11,3	4
1Móz 3:5	2Móz 5:2	2Móz 5,2	2
1Móz 3:5	Ez 13:22	Ez 13,22	1
1Móz 3:5	2Kor 4:4	2Kor 4,4	3
1Móz 3:5	Ez 28:2	Ez 28,2	11
1Móz 3:5	2Krón 32:15	2Krón 32,15	1
1Móz 3:5	Dán 4:30	Dán 4,30	2
1Móz 3:5	Dán 6:7	Dán 6,7	1
1Móz 3:5	1Móz 3:10	1Móz 3,10	3
1Móz 3:5	Jer 28:2	Jer 28,2	1
1Móz 3:5	Jer 28:3	Jer 28,3	1
1Móz 3:5	Mt 6:23	Mt 6,23	3
1Móz 3:5	Ézs 14:14	Ézs 14,14	2
1Móz 3:5	ApCsel 26:18	ApCsel 26,18	3
1Móz 3:5	Jer 14:13	Jer 14,13	1
1Móz 3:5	Jer 14:14	Jer 14,14	1
1Móz 3:5	2Thessz 2:4	2Thessz 2,4	6
1Móz 3:5	1Móz 3:22	1Móz 3,22	3
1Móz 3:5	2Móz 20:7	2Móz 20,7	2
1Móz 3:5	Ez 13:2	Ez 13,2	1
1Móz 3:5	Ez 13:6	Ez 13,6	1
1Móz 3:5	Ez 28:9	Ez 28,9	1
1Móz 3:5	Jel 13:14	Jel 13,14	2
1Móz 3:5	Jel 13:4	Jel 13,4	2
1Móz 3:5	2Kor 11:13	2Kor 11,13	4
1Móz 3:5	2Kor 11:15	2Kor 11,15	4
1Móz 3:5	ApCsel 12:22	ApCsel 12,22	5
1Móz 3:5	ApCsel 12:23	ApCsel 12,23	5
1Móz 3:6	Jób 31:1	Jób 31,1	4
1Móz 3:6	2Sám 11:2	2Sám 11,2	11
1Móz 3:6	Ez 24:16	Ez 24,16	7
1Móz 3:6	Ez 24:21	Ez 24,21	5
1Móz 3:6	Róm 5:12	Róm 5,12	7
1Móz 3:6	Róm 5:19	Róm 5,19	7
1Móz 3:6	Ez 24:25	Ez 24,25	7
1Móz 3:6	1Ján 2:16	1Ján 2,16	26
1Móz 3:6	1Móz 3:12	1Móz 3,12	5
1Móz 3:6	1Tim 2:14	1Tim 2,14	16
1Móz 3:6	Mt 5:28	Mt 5,28	5
1Móz 3:6	Bír 16:1	Bír 16,1	4
1Móz 3:6	Bír 16:2	Bír 16,2	4
1Móz 3:6	1Móz 39:7	1Móz 39,7	5
1Móz 3:6	1Móz 3:17	1Móz 3,17	5
1Móz 3:6	Hós 6:7	Hós 6,7	9
1Móz 3:6	1Móz 6:2	1Móz 6,2	9
1Móz 3:6	Józs 7:21	Józs 7,21	11
1Móz 3:6	Jak 1:14	Jak 1,14	20
1Móz 3:6	Jak 1:15	Jak 1,15	20
1Móz 3:7	Luk 16:23	Luk 16,23	-1
1Móz 3:7	2Kir 6:20	2Kir 6,20	0
1Móz 3:7	Ézs 28:20	Ézs 28,20	1
1Móz 3:7	1Móz 3:10	1Móz 3,10	1
1Móz 3:7	1Móz 3:11	1Móz 3,11	1
1Móz 3:7	5Móz 28:34	5Móz 28,34	0
1Móz 3:7	Jób 9:29	Jób 9,29	3
1Móz 3:7	Jób 9:31	Jób 9,31	3
1Móz 3:7	1Móz 2:25	1Móz 2,25	8
1Móz 3:7	1Móz 3:5	1Móz 3,5	6
1Móz 3:7	Ézs 59:6	Ézs 59,6	9
1Móz 3:8	Jób 31:33	Jób 31,33	4
1Móz 3:8	5Móz 5:25	5Móz 5,25	3
1Móz 3:8	Péld 15:3	Péld 15,3	19
1Móz 3:8	Zsolt 139:1	Zsolt 139,1	12
1Móz 3:8	Zsolt 139:12	Zsolt 139,12	12
1Móz 3:8	Jón 1:3	Jón 1,3	4
1Móz 3:8	Ámós 9:2	Ámós 9,2	5
1Móz 3:8	Ámós 9:3	Ámós 9,3	5
1Móz 3:8	5Móz 23:14	5Móz 23,14	3
1Móz 3:8	1Móz 3:10	1Móz 3,10	6
1Móz 3:8	Jób 38:1	Jób 38,1	3
1Móz 3:8	Jób 34:21	Jób 34,21	12
1Móz 3:8	Jób 34:22	Jób 34,22	12
1Móz 3:8	Jób 22:14	Jób 22,14	2
1Móz 3:8	Zsid 4:13	Zsid 4,13	17
1Móz 3:8	Jón 1:9	Jón 1,9	7
1Móz 3:8	Jón 1:10	Jón 1,10	7
1Móz 3:8	5Móz 4:33	5Móz 4,33	3
1Móz 3:8	Róm 2:15	Róm 2,15	7
1Móz 3:8	Jer 23:24	Jer 23,24	23
1Móz 3:9	1Móz 18:20	1Móz 18,20	4
1Móz 3:9	1Móz 18:21	1Móz 18,21	4
1Móz 3:9	1Móz 11:5	1Móz 11,5	3
1Móz 3:9	1Móz 16:8	1Móz 16,8	4
1Móz 3:9	Józs 7:17	Józs 7,17	4
1Móz 3:9	Józs 7:19	Józs 7,19	4
1Móz 3:9	1Móz 4:9	1Móz 4,9	17
1Móz 3:9	Jel 20:12	Jel 20,12	3
1Móz 3:9	Jel 20:13	Jel 20,13	3
