Igehely	Strong-szám	Görög szóalak	Morfológiai kód
Zsolt 5:7	G3485	ναον	N-ASM
Zsolt 5:7	G0040	αγιον	A-ASM
Zsolt 5:7	G4771	σου	P-GS
Zsolt 5:7	G1722	εν	PREP
Zsolt 5:7	G5401	φοβω	N-DSM
Zsolt 5:7	G4771	σου	P-GS
Zsolt 5:8	G2962	κυριε	N-VSM
Zsolt 5:8	G3594	οδηγησον	V-AAD-2S
Zsolt 5:8	G1473	με	P-AS
Zsolt 5:8	G1722	εν	PREP
Zsolt 5:8	G3588	τη	T-DSF
Zsolt 5:8	G1343	δικαιοσυνη	N-DSF
Zsolt 5:8	G4771	σου	P-GS
Zsolt 5:8	G1752	ενεκα	PREP
Zsolt 5:8	G3588	των	T-GPM
Zsolt 5:8	G2190	εχθρων	N-GPM
Zsolt 5:8	G1473	μου	P-GS
Zsolt 5:8	G2720	κατευθυνον	V-AAD-2S
Zsolt 5:8	G1799	ενωπιον	PREP
Zsolt 5:8	G1473	μου	P-GS
Zsolt 5:8	G3588	την	T-ASF
Zsolt 5:8	G3598	οδον	N-ASF
Zsolt 5:8	G4771	σου	P-GS
Zsolt 5:9	G3754	οτι	CONJ
Zsolt 5:9	G3364	ουκ	ADV
Zsolt 5:9	G1510	εστιν	V-PAI-3S
Zsolt 5:9	G1722	εν	PREP
Zsolt 5:9	G3588	τω	T-DSN
Zsolt 5:9	G4750	στοματι	N-DSN
Zsolt 5:9	G0846	αυτων	D-GPM
Zsolt 5:9	G0225	αληθεια	N-NSF
Zsolt 5:9	G3588	η	T-NSF
Zsolt 5:9	G2588	καρδια	N-NSF
Zsolt 5:9	G0846	αυτων	D-GPM
Zsolt 5:9	G3152	ματαια	A-NSF
Zsolt 5:9	G5028	ταφος	N-NSM
Zsolt 5:9	G0455	ανεωγμενος	V-RMPNS
Zsolt 5:9	G3588	ο	T-NSM
Zsolt 5:9	G2995	λαρυγξ	N-NSM
Zsolt 5:9	G0846	αυτων	D-GPM
Zsolt 5:9	G3588	ταις	T-DPF
Zsolt 5:9	G1100	γλωσσαις	N-DPF
Zsolt 5:9	G0846	αυτων	D-GPM
Zsolt 5:9	G1387	εδολιουσαν	V-AAI-3P
Zsolt 5:10	G2919	κρινον	V-AAD-2S
Zsolt 5:10	G0846	αυτους	D-APM
Zsolt 5:10	G3588	ο	T-NSM
Zsolt 5:10	G2316	θεος	N-NSM
Zsolt 5:10	G0634	αποπεσατωσαν	V-AAD-3P
Zsolt 5:10	G0575	απο	PREP
Zsolt 5:10	G3588	των	T-GPF
Zsolt 5:10	G0846	αυτων	D-GPM
Zsolt 5:10	G2596	κατα	PREP
Zsolt 5:10	G3588	το	T-ASN
Zsolt 5:10	G4128	πληθος	N-ASN
Zsolt 5:10	G3588	των	T-GPF
Zsolt 5:10	G0763	ασεβειων	N-GPF
Zsolt 5:10	G0846	αυτων	D-GPM
Zsolt 5:10	G1856	εξωσον	V-AAD-2S
Zsolt 5:10	G0846	αυτους	D-APM
Zsolt 5:10	G3754	οτι	CONJ
Zsolt 5:10	G3893	παρεπικραναν	V-AAI-3P
Zsolt 5:10	G4771	σε	P-AS
Zsolt 5:10	G2962	κυριε	N-VSM
Zsolt 5:11	G2532	και	CONJ
Zsolt 5:11	G2165	ευφρανθητωσαν	V-APD-3P
Zsolt 5:11	G3956	παντες	A-NPM
Zsolt 5:11	G3588	οι	T-NPM
Zsolt 5:11	G1679	ελπιζοντες	V-PAPNP
Zsolt 5:11	G1909	επι	PREP
Zsolt 5:11	G4771	σε	P-AS
Zsolt 5:11	G1519	εις	PREP
Zsolt 5:11	G0165	αιωνα	N-ASM
Zsolt 5:11	G2532	και	CONJ
Zsolt 5:11	G2681	κατασκηνωσεις	V-FAI-2S
Zsolt 5:11	G1722	εν	PREP
Zsolt 5:11	G0846	αυτοις	D-DPM
Zsolt 5:11	G2532	και	CONJ
Zsolt 5:11	G2744	καυχησονται	V-FMI-3P
Zsolt 5:11	G1722	εν	PREP
Zsolt 5:11	G4771	σοι	P-DS
Zsolt 5:11	G3956	παντες	A-NPM
Zsolt 5:11	G3588	οι	T-NPM
Zsolt 5:11	G0025	αγαπωντες	V-PAPNP
Zsolt 5:11	G3588	το	T-ASN
Zsolt 5:11	G3686	ονομα	N-ASN
Zsolt 5:11	G4771	σου	P-GS
Zsolt 5:12	G3754	οτι	CONJ
Zsolt 5:12	G4771	συ	P-NS
Zsolt 5:12	G2127	ευλογησεις	V-FAI-2S
Zsolt 5:12	G1342	δικαιον	A-ASM
Zsolt 5:12	G2962	κυριε	N-VSM
Zsolt 5:12	G3739	ως	CONJ
Zsolt 5:12	G3696	οπλω	N-DSN
Zsolt 5:12	G2107	ευδοκιας	N-GSF
Zsolt 5:12	G4737	εστεφανωσας	V-AAI-2S
Zsolt 5:12	G1473	ημας	P-AP
Zsolt 6:1	G1519	εις	PREP
Zsolt 6:1	G3588	το	T-ASN
Zsolt 6:1	G5056	τελος	N-ASN
Zsolt 6:1	G1722	εν	PREP
Zsolt 6:1	G5215	υμνοις	N-DPM
Zsolt 6:1	G5228	υπερ	PREP
Zsolt 6:1	G3588	της	T-GSF
Zsolt 6:1	G3590	ογδοης	A-GSF
Zsolt 6:1	G5568	ψαλμος	N-NSM
Zsolt 6:1	G3588	τω	T-DSM
Zsolt 6:1	G2962	κυριε	N-VSM
Zsolt 6:1	G3165	μη	ADV
Zsolt 6:1	G3588	τω	T-DSM
Zsolt 6:1	G2372	θυμω	N-DSM
Zsolt 6:1	G4771	σου	P-GS
Zsolt 6:1	G1651	ελεγξης	V-AAS-2S
Zsolt 6:1	G1473	με	P-AS
Zsolt 6:1	G3366	μηδε	CONJ
Zsolt 6:1	G3588	τη	T-DSF
Zsolt 6:1	G3709	οργη	N-DSF
Zsolt 6:1	G4771	σου	P-GS
Zsolt 6:1	G3811	παιδευσης	V-AAS-2S
Zsolt 6:1	G1473	με	P-AS
Zsolt 6:2	G1653	ελεησον	V-AAD-2S
Zsolt 6:2	G1473	με	P-AS
Zsolt 6:2	G2962	κυριε	N-VSM
Zsolt 6:2	G3754	οτι	CONJ
Zsolt 6:2	G0772	ασθενης	A-NSM
Zsolt 6:2	G1510	ειμι	V-PAI-1S
Zsolt 6:2	G2390	ιασαι	V-AMD-2S
Zsolt 6:2	G1473	με	P-AS
Zsolt 6:2	G2962	κυριε	N-VSM
Zsolt 6:2	G3754	οτι	CONJ
Zsolt 6:2	G5015	εταραχθη	V-API-3S
Zsolt 6:2	G3588	τα	T-NPN
Zsolt 6:2	G3747	οστα	N-NPN
Zsolt 6:2	G1473	μου	P-GS
Zsolt 6:3	G2532	και	CONJ
Zsolt 6:3	G3588	η	T-NSF
Zsolt 6:3	G5590	ψυχη	N-NSF
Zsolt 6:3	G1473	μου	P-GS
Zsolt 6:3	G5015	εταραχθη	V-API-3S
Zsolt 6:3	G4970	σφοδρα	ADV
Zsolt 6:3	G2532	και	CONJ
Zsolt 6:3	G4771	συ	P-NS
Zsolt 6:3	G2962	κυριε	N-VSM
Zsolt 6:3	G2193	εως	PREP
Zsolt 6:3	G4218	ποτε	PRT
Zsolt 6:4	G1994	επιστρεψον	V-AAD-2S
Zsolt 6:4	G2962	κυριε	N-VSM
Zsolt 6:4	G3588	την	T-ASF
Zsolt 6:4	G5590	ψυχην	N-ASF
Zsolt 6:4	G1473	μου	P-GS
Zsolt 6:4	G4982	σωσον	V-AAD-2S
Zsolt 6:4	G1473	με	P-AS
Zsolt 6:4	G3588	του	T-GSN
Zsolt 6:4	G1656	ελεους	N-GSN
Zsolt 6:4	G4771	σου	P-GS
Zsolt 6:5	G3754	οτι	CONJ
Zsolt 6:5	G3364	ουκ	ADV
Zsolt 6:5	G1510	εστιν	V-PAI-3S
Zsolt 6:5	G1722	εν	PREP
Zsolt 6:5	G3588	τω	T-DSM
Zsolt 6:5	G2288	θανατω	N-DSM
Zsolt 6:5	G3588	ο	T-NSM
Zsolt 6:5	G3421	μνημονευων	V-PAPNS
Zsolt 6:5	G4771	σου	P-GS
Zsolt 6:5	G1722	εν	PREP
Zsolt 6:5	G1161	δε	PRT
Zsolt 6:5	G3588	τω	T-DSM
Zsolt 6:5	G0086	αδη	N-DSM
Zsolt 6:5	G5100	τις	I-NSM
Zsolt 6:5	G1843	εξομολογησεται	V-FMI-3S
Zsolt 6:5	G4771	σοι	P-DS
Zsolt 6:6	G2872	εκοπιασα	V-AAI-1S
Zsolt 6:6	G1722	εν	PREP
Zsolt 6:6	G3588	τω	T-DSM
Zsolt 6:6	G4726	στεναγμω	N-DSM
Zsolt 6:6	G1473	μου	P-GS
Zsolt 6:6	G3068	λουσω	V-FAI-1S
Zsolt 6:6	G2596	καθ	PREP
Zsolt 6:6	G1538	εκαστην	A-ASF
Zsolt 6:6	G3571	νυκτα	N-ASF
Zsolt 6:6	G3588	την	T-ASF
Zsolt 6:6	G2825	κλινην	N-ASF
Zsolt 6:6	G1473	μου	P-GS
Zsolt 6:6	G1722	εν	PREP
Zsolt 6:6	G1144	δακρυσιν	N-DPN
Zsolt 6:6	G1473	μου	P-GS
Zsolt 6:6	G3588	την	T-ASF
Zsolt 6:6	G1473	μου	P-GS
Zsolt 6:6	G1026	βρεξω	V-FAI-1S
Zsolt 6:7	G5015	εταραχθη	V-API-3S
Zsolt 6:7	G0575	απο	PREP
Zsolt 6:7	G2372	θυμου	N-GSM
Zsolt 6:7	G3588	ο	T-NSM
Zsolt 6:7	G3788	οφθαλμος	N-NSM
Zsolt 6:7	G1473	μου	P-GS
Zsolt 6:7	G3822	επαλαιωθην	V-API-1S
Zsolt 6:7	G1722	εν	PREP
Zsolt 6:7	G3956	πασιν	A-DPM
Zsolt 6:7	G3588	τοις	T-DPM
Zsolt 6:7	G2190	εχθροις	N-DPM
Zsolt 6:7	G1473	μου	P-GS
Zsolt 6:8	G0575	απ	PREP
Zsolt 6:8	G1473	εμου	P-GS
Zsolt 6:8	G3956	παντες	A-NPM
Zsolt 6:8	G3588	οι	T-NPM
Zsolt 6:8	G2038	εργαζομενοι	V-PMPNP
Zsolt 6:8	G3588	την	T-ASF
Zsolt 6:8	G0458	ανομιαν	N-ASF
Zsolt 6:8	G3754	οτι	CONJ
Zsolt 6:8	G1522	εισηκουσεν	V-AAI-3S
Zsolt 6:8	G2962	κυριος	N-NSM
Zsolt 6:8	G3588	της	T-GSF
Zsolt 6:8	G5456	φωνης	N-GSF
Zsolt 6:8	G3588	του	T-GSM
Zsolt 6:8	G2805	κλαυθμου	N-GSM
Zsolt 6:8	G1473	μου	P-GS
Zsolt 6:9	G1522	εισηκουσεν	V-AAI-3S
Zsolt 6:9	G2962	κυριος	N-NSM
Zsolt 6:9	G3588	της	T-GSF
Zsolt 6:9	G1162	δεησεως	N-GSF
Zsolt 6:9	G1473	μου	P-GS
Zsolt 6:9	G2962	κυριος	N-NSM
Zsolt 6:9	G3588	την	T-ASF
Zsolt 6:9	G4335	προσευχην	N-ASF
Zsolt 6:9	G1473	μου	P-GS
Zsolt 6:9	G4327	προσεδεξατο	V-AMI-3S
Zsolt 6:10	G0153	αισχυνθειησαν	V-APO-3P
Zsolt 6:10	G2532	και	CONJ
Zsolt 6:10	G5015	ταραχθειησαν	V-APO-3P
Zsolt 6:10	G4970	σφοδρα	ADV
Zsolt 6:10	G3956	παντες	A-NPM
Zsolt 6:10	G3588	οι	T-NPM
Zsolt 6:10	G2190	εχθροι	N-NPM
Zsolt 6:10	G1473	μου	P-GS
Zsolt 6:10	G0654	αποστραφειησαν	V-APO-3P
Zsolt 6:10	G2532	και	CONJ
Zsolt 6:10	G2617	καταισχυνθειησαν	V-APO-3P
Zsolt 6:10	G4970	σφοδρα	ADV
Zsolt 6:10	G1223	δια	PREP
Zsolt 6:10	G5034	ταχους	N-GSN
Zsolt 7:1	G5568	ψαλμος	N-NSM
Zsolt 7:1	G3588	τω	T-DSM
Zsolt 7:1	G3739	ον	R-ASM
Zsolt 7:1	G0103	ησεν	V-AAI-3S
Zsolt 7:1	G3588	τω	T-DSM
Zsolt 7:1	G2962	κυριω	N-DSM
Zsolt 7:1	G5228	υπερ	PREP
Zsolt 7:1	G3588	των	T-GPM
Zsolt 7:1	G3056	λογων	N-GPM
Zsolt 7:1	G5207	υιου	N-GSM
Zsolt 7:1	G2962	κυριε	N-VSM
Zsolt 7:1	G3588	ο	T-NSM
Zsolt 7:1	G2316	θεος	N-NSM
Zsolt 7:1	G1473	μου	P-GS
Zsolt 7:1	G1909	επι	PREP
Zsolt 7:1	G4771	σοι	P-DS
Zsolt 7:1	G1679	ηλπισα	V-AAI-1S
Zsolt 7:1	G4982	σωσον	V-AAD-2S
Zsolt 7:1	G1473	με	P-AS
Zsolt 7:1	G1537	εκ	PREP
Zsolt 7:1	G3956	παντων	A-GPM
Zsolt 7:1	G3588	των	T-GPM
Zsolt 7:1	G1377	διωκοντων	V-PAPGP
Zsolt 7:1	G1473	με	P-AS
Zsolt 7:1	G2532	και	CONJ
Zsolt 7:1	G1473	με	P-AS
Zsolt 7:2	G3379	μηποτε	ADV
Zsolt 7:2	G0726	αρπαση	V-AAS-3S
Zsolt 7:2	G3739	ως	CONJ
Zsolt 7:2	G3023	λεων	N-NSM
Zsolt 7:2	G3588	την	T-ASF
Zsolt 7:2	G5590	ψυχην	N-ASF
Zsolt 7:2	G1473	μου	P-GS
Zsolt 7:2	G3165	μη	ADV
Zsolt 7:2	G1510	οντος	V-PAPGS
Zsolt 7:2	G3084	λυτρουμενου	V-PMPGS
Zsolt 7:2	G3366	μηδε	CONJ
Zsolt 7:2	G4982	σωζοντος	V-PAPGS
Zsolt 7:3	G2962	κυριε	N-VSM
Zsolt 7:3	G3588	ο	T-NSM
Zsolt 7:3	G2316	θεος	N-NSM
Zsolt 7:3	G1473	μου	P-GS
Zsolt 7:3	G1487	ει	CONJ
Zsolt 7:3	G4160	εποιησα	V-AAI-1S
Zsolt 7:3	G3778	τουτο	D-ASN
Zsolt 7:3	G1487	ει	CONJ
Zsolt 7:3	G1510	εστιν	V-PAI-3S
Zsolt 7:3	G0093	αδικια	N-NSF
Zsolt 7:3	G1722	εν	PREP
Zsolt 7:3	G5495	χερσιν	N-DPF
Zsolt 7:3	G1473	μου	P-GS
Zsolt 7:4	G1487	ει	CONJ
Zsolt 7:4	G0467	ανταπεδωκα	V-AAI-1S
Zsolt 7:4	G3588	τοις	T-DPM
Zsolt 7:4	G0467	ανταποδιδουσιν	V-PAPDP
Zsolt 7:4	G1473	μοι	P-DS
Zsolt 7:4	G2556	κακα	A-APN
Zsolt 7:4	G0634	αποπεσοιν	V-AAO-3S
Zsolt 7:4	G0685	αρα	PRT
Zsolt 7:4	G0575	απο	PREP
Zsolt 7:4	G3588	των	T-GPM
Zsolt 7:4	G2190	εχθρων	N-GPM
Zsolt 7:4	G1473	μου	P-GS
Zsolt 7:4	G2756	κενος	A-NSM
Zsolt 7:5	G2614	καταδιωξαι	V-AMD-2S
Zsolt 7:5	G0685	αρα	PRT
Zsolt 7:5	G3588	ο	T-NSM
Zsolt 7:5	G2190	εχθρος	N-NSM
Zsolt 7:5	G3588	την	T-ASF
Zsolt 7:5	G5590	ψυχην	N-ASF
Zsolt 7:5	G1473	μου	P-GS
Zsolt 7:5	G2532	και	CONJ
Zsolt 7:5	G2638	καταλαβοι	V-AAO-3S
Zsolt 7:5	G2532	και	CONJ
Zsolt 7:5	G2662	καταπατησαι	V-AMD-2S
Zsolt 7:5	G1519	εις	PREP
Zsolt 7:5	G1065	γην	N-ASF
Zsolt 7:5	G3588	την	T-ASF
Zsolt 7:5	G2222	ζωην	N-ASF
Zsolt 7:5	G1473	μου	P-GS
Zsolt 7:5	G2532	και	CONJ
Zsolt 7:5	G3588	την	T-ASF
Zsolt 7:5	G1391	δοξαν	N-ASF
Zsolt 7:5	G1473	μου	P-GS
Zsolt 7:5	G1519	εις	PREP
Zsolt 7:5	G2681	κατασκηνωσαι	V-AMD-2S
Zsolt 7:6	G0450	αναστηθι	V-AAD-2S
Zsolt 7:6	G2962	κυριε	N-VSM
Zsolt 7:6	G1722	εν	PREP
Zsolt 7:6	G3709	οργη	N-DSF
Zsolt 7:6	G4771	σου	P-GS
Zsolt 7:6	G5312	υψωθητι	V-APD-2S
Zsolt 7:6	G1722	εν	PREP
Zsolt 7:6	G3588	τοις	T-DPN
Zsolt 7:6	G4009	περασι	N-DPN
Zsolt 7:6	G3588	των	T-GPM
Zsolt 7:6	G2190	εχθρων	N-GPM
Zsolt 7:6	G1473	μου	P-GS
Zsolt 7:6	G1825	εξεγερθητι	V-APD-2S
Zsolt 7:6	G2962	κυριε	N-VSM
Zsolt 7:6	G3588	ο	T-NSM
Zsolt 7:6	G2316	θεος	N-NSM
Zsolt 7:6	G1473	μου	P-GS
Zsolt 7:6	G1722	εν	PREP
Zsolt 7:6	G3739	ω	R-DSN
Zsolt 7:6	G1781	ενετειλω	V-AMI-2S
Zsolt 7:7	G2532	και	CONJ
Zsolt 7:7	G4864	συναγωγη	N-NSF
Zsolt 7:7	G2992	λαων	N-GPM
Zsolt 7:7	G2944	κυκλωσει	V-FAI-3S
Zsolt 7:7	G4771	σε	P-AS
Zsolt 7:7	G2532	και	CONJ
Zsolt 7:7	G5228	υπερ	PREP
Zsolt 7:7	G3778	ταυτης	D-GSF
Zsolt 7:7	G1519	εις	PREP
Zsolt 7:7	G5311	υψος	N-ASN
Zsolt 7:7	G1994	επιστρεψον	V-AAD-2S
Zsolt 7:8	G2962	κυριος	N-NSM
Zsolt 7:8	G2919	κρινει	V-FAI-3S
Zsolt 7:8	G2992	λαους	N-APM
Zsolt 7:8	G2919	κρινον	V-AAD-2S
Zsolt 7:8	G1473	με	P-AS
Zsolt 7:8	G2962	κυριε	N-VSM
Zsolt 7:8	G2596	κατα	PREP
Zsolt 7:8	G3588	την	T-ASF
Zsolt 7:8	G1343	δικαιοσυνην	N-ASF
Zsolt 7:8	G1473	μου	P-GS
Zsolt 7:8	G2532	και	CONJ
Zsolt 7:8	G2596	κατα	PREP
Zsolt 7:8	G3588	την	T-ASF
Zsolt 7:8	G1473	μου	P-GS
Zsolt 7:8	G1909	επ	PREP
Zsolt 7:8	G1473	εμοι	P-DS
Zsolt 7:9	G4931	συντελεσθητω	V-APD-3S
Zsolt 7:9	G1161	δη	PRT
Zsolt 7:9	G4189	πονηρια	N-NSF
Zsolt 7:9	G0268	αμαρτωλων	A-GPM
Zsolt 7:9	G2532	και	CONJ
Zsolt 7:9	G2720	κατευθυνεις	V-FAI-2S
Zsolt 7:9	G1342	δικαιον	A-ASM
Zsolt 7:9	G2588	καρδιας	N-APF
Zsolt 7:9	G2532	και	CONJ
Zsolt 7:9	G3510	νεφρους	N-APM
Zsolt 7:9	G3588	ο	T-NSM
Zsolt 7:9	G2316	θεος	N-NSM
Zsolt 7:10	G1342	δικαια	A-NSF
Zsolt 7:10	G3588	η	T-NSF
Zsolt 7:10	G0996	βοηθεια	N-NSF
Zsolt 7:10	G1473	μου	P-GS
Zsolt 7:10	G3844	παρα	PREP
Zsolt 7:10	G3588	του	T-GSM
Zsolt 7:10	G2316	θεου	N-GSM
Zsolt 7:10	G3588	του	T-GSM
Zsolt 7:10	G4982	σωζοντος	V-PAPGS
Zsolt 7:10	G3588	τους	T-APM
Zsolt 7:10	G2117	ευθεις	A-APM
Zsolt 7:10	G3588	τη	T-DSF
Zsolt 7:10	G2588	καρδια	N-DSF
Zsolt 7:11	G3588	ο	T-NSM
Zsolt 7:11	G2316	θεος	N-NSM
Zsolt 7:11	G2923	κριτης	N-NSM
Zsolt 7:11	G1342	δικαιος	A-NSM
Zsolt 7:11	G2532	και	CONJ
Zsolt 7:11	G2478	ισχυρος	A-NSM
Zsolt 7:11	G2532	και	CONJ
Zsolt 7:11	G3116	μακροθυμος	A-NSM
Zsolt 7:11	G3165	μη	ADV
Zsolt 7:11	G3709	οργην	N-ASF
Zsolt 7:11	G2596	καθ	PREP
Zsolt 7:11	G1538	εκαστην	A-ASF
Zsolt 7:11	G2250	ημεραν	N-ASF
Zsolt 7:12	G1437	εαν	CONJ
Zsolt 7:12	G3165	μη	ADV
Zsolt 7:12	G1994	επιστραφητε	V-APS-2P
Zsolt 7:12	G3588	την	T-ASF
Zsolt 7:12	G0846	αυτου	D-GSM
Zsolt 7:12	G3588	το	T-ASN
Zsolt 7:12	G5115	τοξον	N-ASN
Zsolt 7:12	G0846	αυτου	D-GSM
Zsolt 7:12	G2532	και	CONJ
Zsolt 7:12	G2090	ητοιμασεν	V-AAI-3S
Zsolt 7:12	G0846	αυτο	D-ASN
Zsolt 7:13	G2532	και	CONJ
Zsolt 7:13	G1722	εν	PREP
Zsolt 7:13	G0846	αυτω	D-DSM
Zsolt 7:13	G2090	ητοιμασεν	V-AAI-3S
Zsolt 7:13	G4632	σκευη	N-APN
Zsolt 7:13	G2288	θανατου	N-GSM
Zsolt 7:13	G3588	τα	T-APN
Zsolt 7:13	G0956	βελη	N-APN
Zsolt 7:13	G0846	αυτου	D-GSM
Zsolt 7:13	G3588	τοις	T-DPM
Zsolt 7:13	G2545	καιομενοις	V-PMPDP
Zsolt 7:14	G2400	ιδου	INJ
Zsolt 7:14	G5605	ωδινησεν	V-AAI-3S
Zsolt 7:14	G0093	αδικιαν	N-ASF
Zsolt 7:14	G4815	συνελαβεν	V-AAI-3S
Zsolt 7:14	G4192	πονον	N-ASM
Zsolt 7:14	G2532	και	CONJ
Zsolt 7:14	G5088	ετεκεν	V-AAI-3S
Zsolt 7:14	G0458	ανομιαν	N-ASF
Zsolt 7:15	G3736	ωρυξεν	V-AAI-3S
Zsolt 7:15	G2532	και	CONJ
Zsolt 7:15	G0846	αυτον	D-ASM
Zsolt 7:15	G2532	και	CONJ
Zsolt 7:15	G1706	εμπεσειται	V-FMI-3S
Zsolt 7:15	G1519	εις	PREP
Zsolt 7:15	G3739	ον	R-ASM
Zsolt 7:15	G2038	ειργασατο	V-AMI-3S
Zsolt 7:16	G1994	επιστρεψει	V-FAI-3S
Zsolt 7:16	G3588	ο	T-NSM
Zsolt 7:16	G4192	πονος	N-NSM
Zsolt 7:16	G0846	αυτου	D-GSM
Zsolt 7:16	G1519	εις	PREP
Zsolt 7:16	G2776	κεφαλην	N-ASF
Zsolt 7:16	G0846	αυτου	D-GSM
Zsolt 7:16	G2532	και	CONJ
Zsolt 7:16	G1909	επι	PREP
Zsolt 7:16	G0846	αυτου	D-GSM
Zsolt 7:16	G3588	η	T-NSF
Zsolt 7:16	G0093	αδικια	N-NSF
Zsolt 7:16	G0846	αυτου	D-GSM
Zsolt 7:16	G2597	καταβησεται	V-FMI-3S
Zsolt 7:17	G1843	εξομολογησομαι	V-FMI-1S
Zsolt 7:17	G2962	κυριω	N-DSM
Zsolt 7:17	G2596	κατα	PREP
Zsolt 7:17	G3588	την	T-ASF
Zsolt 7:17	G1343	δικαιοσυνην	N-ASF
Zsolt 7:17	G0846	αυτου	D-GSM
Zsolt 7:17	G2532	και	CONJ
Zsolt 7:17	G5567	ψαλω	V-FAI-1S
Zsolt 7:17	G3588	τω	T-DSN
Zsolt 7:17	G3686	ονοματι	N-DSN
Zsolt 7:17	G2962	κυριου	N-GSM
Zsolt 7:17	G3588	του	T-GSM
Zsolt 7:17	G5310	υψιστου	A-GSM
Zsolt 8:1	G1519	εις	PREP
Zsolt 8:1	G3588	το	T-ASN
Zsolt 8:1	G5056	τελος	N-ASN
Zsolt 8:1	G5228	υπερ	PREP
Zsolt 8:1	G3588	των	T-GPF
Zsolt 8:1	G3025	ληνων	N-GPF
Zsolt 8:1	G5568	ψαλμος	N-NSM
Zsolt 8:1	G3588	τω	T-DSM
Zsolt 8:1	G2962	κυριε	N-VSM
Zsolt 8:1	G3588	ο	T-NSM
Zsolt 8:1	G2962	κυριος	N-NSM
Zsolt 8:1	G1473	ημων	P-GP
Zsolt 8:1	G3739	ως	CONJ
Zsolt 8:1	G2298	θαυμαστον	A-NSN
Zsolt 8:1	G3588	το	T-NSN
Zsolt 8:1	G3686	ονομα	N-NSN
Zsolt 8:1	G4771	σου	P-GS
Zsolt 8:1	G1722	εν	PREP
Zsolt 8:1	G3956	παση	A-DSF
Zsolt 8:1	G3588	τη	T-DSF
Zsolt 8:1	G1065	γη	N-DSF
Zsolt 8:1	G3754	οτι	CONJ
Zsolt 8:1	G3588	η	T-NSF
Zsolt 8:1	G4771	σου	P-GS
Zsolt 8:1	G5231	υπερανω	PREP
Zsolt 8:1	G3588	των	T-GPM
Zsolt 8:1	G3772	ουρανων	N-GPM
Zsolt 8:2	G1537	εκ	PREP
Zsolt 8:2	G4750	στοματος	N-GSN
Zsolt 8:2	G3516	νηπιων	A-GPM
Zsolt 8:2	G2532	και	CONJ
Zsolt 8:2	G2337	θηλαζοντων	V-PAPGP
Zsolt 8:2	G2675	κατηρτισω	V-AMI-2S
Zsolt 8:2	G0136	αινον	N-ASM
Zsolt 8:2	G1752	ενεκα	PREP
Zsolt 8:2	G3588	των	T-GPM
Zsolt 8:2	G2190	εχθρων	N-GPM
Zsolt 8:2	G4771	σου	P-GS
Zsolt 8:2	G3588	του	T-GSN
Zsolt 8:2	G2647	καταλυσαι	V-AAN
Zsolt 8:2	G2190	εχθρον	N-ASM
Zsolt 8:2	G2532	και	CONJ
Zsolt 8:3	G3754	οτι	CONJ
Zsolt 8:3	G3708	οψομαι	V-FMI-1S
Zsolt 8:3	G3588	τους	T-APM
Zsolt 8:3	G3772	ουρανους	N-APM
Zsolt 8:3	G2041	εργα	N-APN
Zsolt 8:3	G3588	των	T-GPM
Zsolt 8:3	G1147	δακτυλων	N-GPM
Zsolt 8:3	G4771	σου	P-GS
Zsolt 8:3	G4582	σεληνην	N-ASF
Zsolt 8:3	G2532	και	CONJ
Zsolt 8:3	G0792	αστερας	N-APM
Zsolt 8:3	G3739	α	R-APN
Zsolt 8:3	G4771	συ	P-NS
Zsolt 8:3	G2311	εθεμελιωσας	V-AAI-2S
Zsolt 8:4	G5100	τι	I-NSN
Zsolt 8:4	G1510	εστιν	V-PAI-3S
Zsolt 8:4	G0444	ανθρωπος	N-NSM
Zsolt 8:4	G3754	οτι	CONJ
Zsolt 8:4	G3403	μιμνησκη	V-PMI-2S
Zsolt 8:4	G0846	αυτου	D-GSM
Zsolt 8:4	G2228	η	CONJ
Zsolt 8:4	G5207	υιος	N-NSM
Zsolt 8:4	G0444	ανθρωπου	N-GSM
Zsolt 8:4	G3754	οτι	CONJ
Zsolt 8:4	G1980	επισκεπτη	V-PMI-2S
Zsolt 8:4	G0846	αυτον	D-ASM
Zsolt 8:5	G1642	ηλαττωσας	V-AAI-2S
Zsolt 8:5	G0846	αυτον	D-ASM
Zsolt 8:5	G1024	βραχυ	A-ASN
Zsolt 8:5	G5100	τι	I-ASN
Zsolt 8:5	G3844	παρ	PREP
Zsolt 8:5	G0032	αγγελους	N-APM
Zsolt 8:5	G1391	δοξη	N-DSF
Zsolt 8:5	G2532	και	CONJ
Zsolt 8:5	G5092	τιμη	N-DSF
Zsolt 8:5	G4737	εστεφανωσας	V-AAI-2S
Zsolt 8:5	G0846	αυτον	D-ASM
Zsolt 8:6	G2532	και	CONJ
Zsolt 8:6	G2525	κατεστησας	V-AAI-2S
Zsolt 8:6	G0846	αυτον	D-ASM
Zsolt 8:6	G1909	επι	PREP
Zsolt 8:6	G3588	τα	T-APN
Zsolt 8:6	G2041	εργα	N-APN
Zsolt 8:6	G3588	των	T-GPF
Zsolt 8:6	G5495	χειρων	N-GPF
Zsolt 8:6	G4771	σου	P-GS
Zsolt 8:6	G3956	παντα	A-APN
Zsolt 8:6	G5293	υπεταξας	V-AAI-2S
Zsolt 8:6	G5270	υποκατω	PREP
Zsolt 8:6	G3588	των	T-GPM
Zsolt 8:6	G4228	ποδων	N-GPM
