# GENERÁLT: eszkozok/oshl_index_import.py — kézzel nem szerkesztendő.
# forras: openscriptures/HebrewLexicon @ 21c9add13bc727d3a951361778e97e3ff7afd1ce | LexicalIndex.xml sha256=8f7a605c58899d2f44430149c143c00903976e1e91232476677972a69e5bc85f
# licenc: CC BY 4.0 — Open Scriptures Hebrew Bible Project; l. konkordancia/OSHL_lexikalis_index_README.md
strong	strong_eredeti	twot	bdb_id	nyelv	oshl_id	lemma	atiras	szofaj	def_en
H0280	280	2567	xh.ac.ab	arameus	nzr	אֲחִידָה	ʾăḥîdâ	N	riddle
H0281	281	—	a.ck.ah	heber	alq	אֲחִיָּ֫הוּ	ʾăḥîyāhû	Np	Ahiah
H0282	282	—	a.ck.ai	heber	alr	אֲחִיהוּד	ʾăḥîhûd	Np	Ahihud
H0283	283	—	a.ck.aj	heber	als	אַחְיוֹ	ʾaḥyô	Np	Ahio
H0284	284	—	a.ck.ak	heber	alt	אֲחִיחֻד	ʾăḥîḥud	Np	Ahihud
H0285	285	—	a.ck.al	heber	alu	אֲחִיטוּב	ʾăḥîṭûb	Np	Ahitub
H0286	286	—	a.ck.am	heber	alv	אֲחִילוּד	ʾăḥîlûd	Np	Ahilud
H0287	287	—	a.ck.an	heber	alw	אֲחִימוֹת	ʾăḥîmôt	Np	Ahimoth
H0288	288	—	a.ck.ao	heber	alx	אֲחִימֶ֫לֶךְ	ʾăḥîmelek	Np	Ahimelech
H0289	289	—	a.ck.ap	heber	aly	אֲחִימַן	ʾăḥîman	Np	Ahiman
H0290	290	—	a.ck.aq	heber	alz	אֲחִימַ֫עַץ	ʾăḥîmaʿaṣ	Np	Ahimaaz
H0291	291	—	a.ck.ar	heber	ama	אַחְיָן	ʾaḥyān	Np	Ahian
H0292	292	—	a.ck.as	heber	amb	אֲחִינָדָב	ʾăḥînādāb	Np	Ahinadab
H0293	293	—	a.ck.at	heber	amc	אֲחִינֹ֫עַם	ʾăḥînōʿam	Np	Ahinoam
H0294	294	—	a.ck.au	heber	amd	אֲחִיסָמָךְ	ʾăḥîsāmāk	Np	Ahisamach
H0295	295	—	a.ck.av	heber	ame	אֲחִיעֶ֫זֶר	ʾăḥîʿezer	Np	Ahiezer
H0296	296	—	a.ck.aw	heber	amf	אֲחִיקָם	ʾăḥîqām	Np	Ahikam
H0297	297	—	a.ck.ax	heber	amg	אֲחִירָם	ʾăḥîrām	Np	Ahiram
H0298	298	—	a.ck.az	heber	amh	אֲחִירָמִי	ʾăḥîrāmî	Ag	Achiramite
H0299	299	—	a.ck.ba	heber	ami	אֲחִירַע	ʾăḥîraʿ	Np	Ahira
H0300	300	—	a.ck.bb	heber	amj	אֲחִישָׁ֑חַר	ʾăḥîšāḥar	Np	Ahishar
H0301	301	—	a.ck.bc	heber	amk	אֲחִישָׁר	ʾăḥîšār	Np	Ahishar
H0302	302	—	a.ck.bd	heber	aml	אֲחִיתֹ֫פֶל	ʾăḥîtōpel	Np	Ahithophel
H0303	303	—	h.ck.ag	heber	amn	אַחְלָב	ʾaḥlāb	Np	Ahlab
H0304	304	—	a.co.ab	heber	amo	אַחְלָ֑י	ʾaḥlāy	Np	Ahlai
H0305	305	67a	a.ci.ai	heber	amp	אַחֲלַי	ʾaḥălay	Tj	ah that!
H0306	306	67b	a.co.ad	heber	amq	אַחְלָ֑מָה	ʾaḥlāmâ	N	amethyst
H0307	307	—	xa.aj.ae	arameus	nzs	אַחְמְתָא	ʾaḥmĕtāʾ	Np	Achmetha
H0308	308	—	a.co.ae	heber	amr	אֲחַסְבַּי	ʾăḥasbay	Np	Ahasbai
H0309	309	68	a.cp.aa	heber	amv	אָחַר	ʾāḥar	V	to remain behind
H0310	310	68b	a.cp.ac	heber	amu	אַחַר	ʾaḥar	D	the hinder
H0310	310	68c	a.cp.ad	heber	amz	אַחֲרַי	ʾaḥăray	A	backwards
H0311	311	2568	xa.ak.aa	arameus	nzt	אַחַר	ʾaḥar	D	after
H0312	312	68a	a.cp.ab	heber	amt	אַחֵר	ʾaḥēr	A	another
H0313	313	—	a.cp.ai	heber	ams	אַחֵר	ʾaḥēr	Np	Aher
H0314	314	68f	a.cp.ag	heber	amw	אַחֲרוֹן	ʾaḥărôn	A	coming after
H0315	315	—	a.cp.aj	heber	amx	אַחְרַח	ʾaḥraḥ	Np	Aharah
H0316	316	—	a.cp.ak	heber	amy	אֲחַרְחֵל	ʾăḥarḥēl	Np	Aharhel
H0317	317	2568a	xa.ak.ae	arameus	nzu	אׇחֳרִי	ʾoḥŏrî	A	another
H0318	318	2568c	xa.ak.ac	arameus	nzv	אׇחֳרֵין	ʾoḥŏrên	D	and unto the last
H0319	319	68g	a.cp.ah	heber	ana	אַחֲרִית	ʾaḥărît	N	after-part
H0320	320	2568b	xa.ak.ad	arameus	nzw	אַחֲרִית	ʾaḥărît	N	end
H0321	321	2568c	xa.ak.ae	arameus	nzx	אׇחֳרָן	ʾoḥŏrān	A	another
H0322	322	68e	a.cp.af	heber	anb	אֲחֹרַנִּית	ʾăḥōrannît	D	backwards
H0323	323	69	a.cp.al	heber	anc	אֲחַשְׁדַּרְפַּן	ʾăḥašdarpan	N	satraps
H0324	324	2569	xa.ak.af	arameus	nzy	אֲחַשְׁדַּרְפְּנִין	ʾăḥašdarpĕnîn	N	satraps
H0325	325	—	a.cp.am	heber	and	אֲחַשְׁוֵרוֹשׁ	ʾăḥašwērôš	Np	Ahasuerus
H0326	326	—	a.cp.an	heber	ane	אֲחַשְׁתָּרִי	ʾăḥaštārî	Np	Haakashtari (includ. the article)
H0327	327	70	a.cp.ao	heber	anf	אֲחַשְׁתְּרָן	ʾăḥaštĕrān	A	royal
H0328	328	72a	a.cr.ab	heber	anl	אִטִּי	ʾiṭṭî	N	mutterer
H0328	328	72a	a.cr.ac	heber	ang	אַט	ʾaṭ	D	gently
H0329	329	71a	a.cq.ab	heber	anh	אָטָד	ʾāṭād	N	bramble
H0330	330	73b	a.cs.ab	heber	anj	אֵטוּן	ʾēṭûn	N	thread
H0331	331	73	a.cs.aa	heber	anm	אָטַם	ʾāṭam	V	shut
H0332	332	74	a.ct.aa	heber	anp	אָטַר	ʾāṭar	V	shut up
H0333	333	—	a.ct.ab	heber	ano	אָטֵר	ʾāṭēr	Np	Ater
H0334	334	74a	a.ct.ac	heber	ann	אִטֵּר	ʾiṭṭēr	A	shut up
H0335	335	75	a.cu.aa	heber	anu	אַי	ʾay	D	where?
H0336	336	77	a.cw.aa	heber	anq	אִי	ʾî	D	not
H0337	337	76	a.cv.aa	heber	anr	אִי	ʾî	Tj	alas!
H0338	338	43a	a.bv.ab	heber	ant	אִי	ʾî	N	jackal
H0339	339	39a	a.br.ab	heber	ans	אִי	ʾî	N	coast
H0340	340	78	a.cx.aa	heber	anv	אָיַב	ʾāyab	V	be hostile to
H0341	341	78	a.cx.aa	heber	anw	אָיַב	ʾāyab	N	be hostile to
H0342	342	78a	a.cx.ab	heber	anx	אֵיבָה	ʾêbâ	N	enmity
H0343	343	38c	a.bq.ad	heber	any	אֵיד	ʾêd	N	distress
H0344	344	43b	a.bv.ac	heber	aob	אַיָּה	ʾayyâ	N	hawk
H0345	345	—	a.bv.ad	heber	aoa	אַיָּה	ʾayyâ	Np	Aiah
H0346	346	75a	a.cu.ab	heber	anz	אַיֵּה	ʾayyēh	D	where?
H0347	347	78b	a.cx.ac	heber	aoc	אִיּוֹב	ʾîyôb	Np	Job
H0348	348	—	a.cw.ac	heber	aod	אִיזֶבֶל	ʾîzebel	Np	Jezebel
H0349	349	75b	a.cu.ac	heber	aoe	אֵיךְ	ʾêk	D	how?
H0349	349	75c	a.cu.ad	heber	aog	אֵיכָה	ʾêkâ	D	how?
H0349	349	75e	a.cu.af	heber	aoi	אֵיכָ֫כָה	ʾêkākâ	D	How?
H0350	350	—	a.cw.ab	heber	aof	אִי־כָבוֹד	ʾî-kābôd	Np	I-chabod
H0351	351	75d	a.cu.ae	heber	aoh	אֵיכֹה	ʾêkōh	D	where
H0352	352	45d	a.bx.af	heber	aon	אַ֫יִל	ʾayil	N	ram
H0352	352	45e	a.bx.ag	heber	aom	אַ֫יִל	ʾayil	N	projecting pillar
H0352	352	45f	a.bx.ah	heber	aok	אַ֫יִל	ʾayil	N	leader
H0352	352	45g	a.bx.ai	heber	aol	אַ֫יִל	ʾayil	N	terebinth
H0353	353	79	a.cx.aj	heber	aoj	אֱיָל	ʾĕyāl	N	help
H0354	354	45k	a.bx.at	heber	aoo	אַיָּל	ʾayyāl	N	hart
H0355	355	45l	a.bx.au	heber	aoq	אַיָּלָה	ʾayyālâ	N	hind
H0356	356	—	a.bx.ao	heber	arr	אֵלוֹן	ʾēlôn	Np	Elon
H0357	357	—	a.bx.av	heber	aor	אַיָּלוֹן	ʾayyālôn	Np	Aijalon
H0358	358	—	b.bp.au	heber	aos	אֵילוֹן בֵּית חָנָן	ʾêlôn bêt ḥānān	Np	Elon-bethhanan
H0359	359	—	a.bx.aq	heber	aox	אֵילַת	ʾêlat	Np	Elath
H0359	359	—	a.bx.ar	heber	aou	אֵילוֹת	ʾêlôt	Np	Elath
H0360	360	79a	a.cx.ak	heber	aot	אֱיָלוּת	ʾĕyālût	N	power
H0361	361	45j	a.bx.as	heber	aow	אֵילָם	ʾêlām	N	porch
H0362	362	—	a.bx.ak	heber	aov	אֵילִם	ʾêlim	Np	Elim
H0363	363	2570	xa.ae.ab	arameus	nzz	אִילָן	ʾîlān	N	tree
H0364	364	—	a.bx.aj	heber	aop	אֵיל פָּארָן	ʾêl pāʾrān	Np	El-paran
H0365	365	45l	a.bx.au	heber	aoy	אַיֶּלֶת	ʾayyelet	N	hind
H0366	366	80a	a.cy.ab	heber	aoz	אָיֹם	ʾāyōm	A	terrible
H0367	367	80b	a.cy.ac	heber	apb	אֵימָה	ʾêmâ	N	terror
H0368	368	—	a.cy.ad	heber	apc	אֵימִים	ʾêmîm	Np	Emims
H0369	369	81	a.cz.aa	heber	apf	אַ֫יִן	ʾayin	D	nothing
H0370	370	75f	a.cu.ag	heber	ape	אַ֫יִן	ʾayin	D	whence?
H0371	371	81	a.cz.ab	heber	apd	אִין	ʾîn	D	is it not?
H0372	372	—	a.ae.at	heber	apg	אִיעֶזֶר	ʾîʿezer	Np	Jeezer
H0373	373	—	a.ae.au	heber	aph	אִיעֶזְרִי	ʾîʿezrî	A	an Iezrite
H0374	374	82	a.cz.ac	heber	api	אֵיפָה	ʾêpâ	N	ephah
H0375	375	75h	a.cu.ai	heber	apj	אֵיפֹה	ʾêpōh	D	what place?
H0376	376	83a	a.da.ab	heber	apk	אִישׁ	ʾîš	N	man
H0377	377	185	a.gl.aa	heber	bhn	אשׁשׁ	ʾšš	V	be a man
H0378	378	—	a.da.ac	heber	apm	אִישׁ־בֹ֫שֶׁת	ʾîš-bōšet	Np	Ish-bosheth
H0379	379	—	a.da.ad	heber	apn	אִישְׁהוֹד	ʾîšĕhôd	Np	Ishod
H0380	380	83b	a.da.ae	heber	apo	אִישׁוֹן	ʾîšôn	N	pupil
H0381	381	—	a.da.ab	heber	app	אִישׁ־חַיִל	ʾîš-ḥayil	N	a valiant man
H0382	382	—	a.da.ab	heber	apq	אִישׁ־טוֹב	ʾîš-ṭôb	Np	Ish-tob
H0383	383	2572	xa.ak.ai	arameus	oab	אִיתַי	ʾîtay	T	there is
H0384	384	—	a.gn.ad	heber	aps	אִיתִיאֵל	ʾîtîʾēl	Np	Ithiel
H0385	385	—	a.br.ac	heber	apt	אִיתָמָר	ʾîtāmār	Np	Ithamar
H0386	386	935a	j.ee.ab	heber	apu	אֵיתָן	ʾêtān	A	perennial
H0387	387	—	j.ee.ac	heber	apv	אֵיתָן	ʾêtān	Np	Ethan
H0388	388	—	j.ee.ab	heber	apw	אֵיתָנִים	ʾêtānîm	Np	Ethanim
H0389	389	84	a.da.ak	heber	apx	אַךְ	ʾak	D	surely
H0390	390	—	a.db.aa	heber	apy	אַכַּד	ʾakkad	Np	Accad
H0391	391	970b	k.ba.af	heber	apz	אַכְזָב	ʾakzāb	A	deceptive
H0392	392	—	k.ba.ag	heber	aqa	אַכְזִיב	ʾakzîb	Np	Achzib
H0393	393	971a	k.bb.ab	heber	aqb	אַכְזָר	ʾakzār	A	cruel
H0394	394	971b	k.bb.ac	heber	aqc	אַכְזָרִי	ʾakzārî	A	cruel
H0395	395	971c	k.bb.ad	heber	aqd	אַכְזְרִיּוּת	ʾakzĕrîyût	N	cruelty
H0396	396	85c	a.dc.ae	heber	aqe	אֲכִילָה	ʾăkîlâ	N	an eating
H0397	397	—	a.db.ad	heber	aqf	אָכִישׁ	ʾākîš	Np	Achish
H0398	398	85	a.dc.aa	heber	aqg	אָכַל	ʾākal	V	eat
H0399	399	2573	xa.al.aa	arameus	oac	אֲכַל	ʾăkal	V	eat
H0400	400	85a	a.dc.ab	heber	aqh	אֹ֫כֶל	ʾōkel	N	food
H0401	401	—	a.dc.ad	heber	aqi	אֻכָל	ʾukāl	Np	Ucal
H0402	402	85b	a.dc.ac	heber	aqj	אׇכְלָה	ʾoklâ	N	food
H0403	403	86	a.dd.aa	heber	aqk	אָכֵן	ʾākēn	D	firmly
H0404	404	87	a.de.aa	heber	aqm	אָכַף	ʾākap	V	press
H0405	405	87a	a.de.ab	heber	aql	אֶ֫כֶף	ʾekep	N	pressure
H0406	406	88a	a.df.ab	heber	aqn	אִכָּר	ʾikkār	N	ploughman
H0407	407	—	k.dl.ab	heber	aqp	אַכְשָׁף	ʾakšāp	Np	Achshaph
H0408	408	90	a.dh.aa	heber	aqu	אַל	ʾal	D	not
H0409	409	2574	xa.am.aa	arameus	oae	אַל	ʾal	D	do not
H0410	410	93a	a.dl.ab	heber	aqq	אֵל	ʾēl	N	god
H0411	411	92	a.dj.aa	heber	aqr	אֵל	ʾēl	P	these
H0412	412	2575	xa.an.aa	arameus	oad	אֵל	ʾēl	Pd	these
H0413	413	91	a.di.aa	heber	aqs	אֶל	ʾel	R	motion to
H0414	414	—	a.dk.ac	heber	aqz	אֵלָא	ʾēlāʾ	Np	Elah
H0415	415	—	a.dl.ab	heber	aqv	אֵל אֱלֹהֵי יִשְׂרָאֵל	ʾēl ʾĕlōhê yiśrāʾēl	Np	Elelohe-israel
H0416	416	—	a.dl.ab	heber	aqw	אֵל בֵּית־אֵל	ʾēl bêt-ʾēl	Np	El-beth-el
H0417	417	89a	a.dg.ab	heber	ara	אֶלְגָּבִישׁ	ʾelgābîš	N	hail
H0418	418	89b	a.dg.ac	heber	arb	אַלְגּוּמִּים	ʾalgûmmîm	N	sandal-wood
H0419	419	—	a.dl.ae	heber	arc	אֶלְדָּד	ʾeldād	Np	Eldad
H0420	420	—	a.dl.af	heber	ard	אֶלְדָּעָה	ʾeldāʿâ	Np	Eldaah
H0421	421	95	a.dn.aa	heber	arj	אָלָה	ʾālâ	V	wail
H0422	422	94	a.dm.aa	heber	ark	אָלָה	ʾālâ	V	swear
H0423	423	94a	a.dm.ab	heber	arl	אָלָה	ʾālâ	N	oath
H0424	424	45h	a.bx.al	heber	arf	אֵלָה	ʾēlâ	N	terebinth
H0425	425	—	a.bx.am	heber	arg	אֵלָה	ʾēlâ	Np	Elah
H0426	426	2576	xa.an.ab	arameus	oaf	אֱלָהּ	ʾĕlāh	N	god
H0427	427	100a	a.dq.ab	heber	ari	אַלָּה	ʾallâ	N	oak
H0428	428	92	a.dk.aa	heber	arh	אֵ֫לֶּה	ʾēlleh	P	these
H0429	429	2577	xa.ao.aa	arameus	oag	אֵלֶּה	ʾēlleh	Pd	these
H0430	430	93c	a.dl.ad	heber	arn	אֱלֹהִים	ʾĕlōhîm	N	gods
H0431	431	2578	xa.ap.aa	arameus	oah	אֲלוּ	ʾălû	Tj	lo!
H0432	432	96	a.dn.ac	heber	aro	אִלּוּ	ʾillû	C	if
H0433	433	93b	a.dl.ac	heber	are	אֱלֹהַּ	ʾĕlōah	N	god
H0434	434	99a	a.dp.ab	heber	arq	אֱלוּל	ʾĕlûl	A	good for nothing
H0435	435	97	a.dn.ad	heber	arp	אֱלוּל	ʾĕlûl	Np	Elul
H0436	436	45i	a.bx.an	heber	ars	אֵלוֹן	ʾēlôn	N	terebinth
H0437	437	100b	a.dq.ac	heber	aru	אַלּוֹן	ʾallôn	N	oak
H0438	438	—	a.dq.ad	heber	art	אַלּוֹן	ʾallôn	Np	Allon
H0439	439	243c	b.bq.ad	heber	arv	אַלּוֹן בָּכוּת	ʾallôn bākût	N	weeping
H0440	440	—	a.bx.ap	heber	aty	אֵלֹנִי	ʾēlōnî	Ag	Elonite
H0441	441	108b	a.ds.ac	heber	arw	אַלּוּף	ʾallûp	A	tame
H0441	441	109b	a.dt.ac	heber	arx	אַלּוּף	ʾallûp	N	chief
H0442	442	—	a.dn.ae	heber	ary	אָלוּשׁ	ʾālûš	Np	Alush
H0443	443	—	a.dl.ag	heber	arz	אֶלְזָבָד	ʾelzābād	Np	Elzabad
H0444	444	98	a.do.aa	heber	asa	אָלַח	ʾālaḥ	V	be corrupt
H0445	445	—	a.dl.ah	heber	asb	אֶלְחָנָן	ʾelḥānān	Np	Elkanan
H0446	446	—	a.dl.ai	heber	asc	אֱלִיאָב	ʾĕlîʾāb	Np	Eliab
H0447	447	—	a.dl.aj	heber	asd	אֱלִיאֵל	ʾĕlîʾēl	Np	Eliel
H0448	448	—	a.dl.ak	heber	ase	אֳלִיאָ֫תָה	ʾŏlîʾātâ	Np	Eliathah
H0449	449	—	a.dl.al	heber	asf	אֱלִידָד	ʾĕlîdād	Np	Elidad
H0450	450	—	a.dl.am	heber	asg	אֶלְיָדָע	ʾelyādāʿ	Np	Eliada
H0451	451	95a	a.dn.ab	heber	asi	אַלְיָה	ʾalyâ	N	fat tail
H0452	452	—	a.dl.an	heber	ash	אֵלִיָּה	ʾēlîyâ	Np	Elijah
H0453	453	—	a.dl.ao	heber	asj	אֱלִיהוּ	ʾĕlîhû	Np	Elihu
H0454	454	—	a.di.ab	heber	ask	אֶלְיְהוֹעֵינַי	ʾelyĕhôʿênay	Np	Elihoenai
H0454	454	—	a.di.ac	heber	asl	אֶלְיוֹעֵינַי	ʾelyôʿênay	Np	Elihoenai
H0455	455	—	a.dl.ap	heber	asn	אֶלְיַחְבָּא	ʾelyaḥbāʾ	Np	Eliahbah
H0456	456	—	a.dl.aq	heber	aso	אֱלִיחֹ֫רֶף	ʾĕlîḥōrep	Np	Elihoreph
H0457	457	99a	a.dp.ac	heber	asp	אֱלִיל	ʾĕlîl	N	insufficiency
H0458	458	—	a.dl.ar	heber	asq	אֱלִימֶ֫לֶךְ	ʾĕlîmelek	Np	Elimelech
H0459	459	2579	xa.aq.aa	arameus	oai	אִלֵּין	ʾillên	Pd	these
H0460	460	—	a.dl.as	heber	asr	אֶלְיָסָף	ʾelyāsāp	Np	Eliasaph
H0461	461	—	a.dl.at	heber	ass	אֱלִיעֶ֫זֶר	ʾĕlîʿezer	Np	Eliezer
H0462	462	—	a.di.ac	heber	asm	אֶלְיוֹעֵינַי	ʾelyôʿênay	Np	Elienai
H0463	463	—	a.dl.au	heber	ast	אֱלִיעָם	ʾĕlîʿām	Np	Eliam
H0464	464	—	a.dl.av	heber	asu	אֱלִיפַז	ʾĕlîpaz	Np	Eliphaz
H0465	465	—	a.dl.aw	heber	asv	אֱלִיפָל	ʾĕlîpāl	Np	Eliphal
H0466	466	—	a.dl.ax	heber	asw	אֱלִיפְלֵ֫הוּ	ʾĕlîpĕlēhû	Np	Elipheleh
H0467	467	—	a.dl.ay	heber	asx	אֲלִיפֶ֫לֶט	ʾălîpeleṭ	Np	Eliphalet
H0468	468	—	a.dl.az	heber	asy	אֱלִיצוּר	ʾĕlîṣûr	Np	Elizur
H0469	469	—	a.dl.ba	heber	asz	אֱלִיצָפָן	ʾĕlîṣāpān	Np	Elizaphan
H0470	470	—	a.dl.bb	heber	ata	אֱלִיקָא	ʾĕlîqāʾ	Np	Elika
H0471	471	—	a.dl.bc	heber	atb	אֶלְיָקִים	ʾelyāqîm	Np	Eliakim
H0472	472	—	a.dl.bd	heber	atc	אֱלִישֶׁ֫בַע	ʾĕlîšebaʿ	Np	Elisheba
H0473	473	—	a.do.ac	heber	atd	אֱלִישָׁה	ʾĕlîšâ	Np	Elishah
H0474	474	—	a.dl.be	heber	ate	אֱלִישׁוּעַ	ʾĕlîšûaʿ	Np	Elishua
H0475	475	—	a.dl.bf	heber	atf	אֶלְיָשִׁיב	ʾelyāšîb	Np	Eliashib
H0476	476	—	a.dl.bg	heber	atg	אֱלִישָׁמָע	ʾĕlîšāmāʿ	Np	Elishama
H0477	477	—	a.dl.bh	heber	ath	אֱלִישָׁע	ʾĕlîšāʿ	Np	Elisha
H0478	478	—	a.dl.bi	heber	ati	אֱלִישָׁפָט	ʾĕlîšāpāṭ	Np	Elishaphat
H0479	479	2580	xa.ar.aa	arameus	oaj	אִלֵּךְ	ʾillēk	Pd	these
H0480	480	101	a.dr.aa	heber	atl	אַלְלַי	ʾalĕlay	Tj	alas!
H0481	481	102	a.dr.ab	heber	ato	אָלַם	ʾālam	V	bind
H0482	482	102b	a.dr.ad	heber	atn	אֵ֫לֶם	ʾēlem	N	silence
H0483	483	102c	a.dr.ae	heber	atm	אִלֵּם	ʾillēm	A	dumb
H0484	484	89c	a.dg.ad	heber	atp	אַלְמֻגִּים	ʾalmuggîm	N	almug
H0485	485	102a	a.dr.ac	heber	atq	אֲלֻמָה	ʾălumâ	N	sheaf
H0486	486	—	a.dg.ae	heber	atr	אַלְמוֹדָד	ʾalmôdād	Np	Almodad
H0487	487	—	a.dq.ae	heber	ats	אַלַּמֶּלֶךְ	ʾallammelek	Np	Alammelech
H0488	488	103	a.dr.ah	heber	att	אַלְמָן	ʾalmān	A	forsaken
H0489	489	104	a.dr.ai	heber	atu	אַלְמֹן	ʾalmōn	N	widowhood
H0490	490	105	a.dr.aj	heber	atv	אַלְמָנָה	ʾalmānâ	N	widow
H0491	491	106	a.dr.ak	heber	atw	אַלְמָנוּת	ʾalmānût	N	widowhood
H0492	492	107	a.dr.al	heber	atx	אַלְמֹנִי	ʾalmōnî	A	some one
H0493	493	—	a.dl.bl	heber	atz	אֶלְנָ֑עַם	ʾelnāʿam	Np	Elnaam
H0494	494	—	a.dl.bm	heber	aua	אֶלְנָתָן	ʾelnātān	Np	Elnathan
H0495	495	—	a.dr.am	heber	aub	אֶלָּסָר	ʾellāsār	Np	Ellasar
H0496	496	—	a.dl.bn	heber	auc	אֶלְעָד	ʾelʿād	Np	Elead
H0497	497	—	a.dl.bo	heber	aud	אֶלְעָדָה	ʾelʿādâ	Np	Eladah
H0498	498	—	a.dl.bp	heber	aue	אֶלְעוּזַי	ʾelʿûzay	Np	Eluzai
H0499	499	—	a.dl.bq	heber	auf	אֶלְעָזָר	ʾelʿāzār	Np	Eleazar
H0500	500	—	a.dl.br	heber	aug	אֶלְעָלֵא	ʾelʿālēʾ	Np	Elealeh
H0501	501	—	a.dl.bs	heber	auh	אֶלְעָשָׂה	ʾelʿāśâ	Np	Elasah
H0502	502	108	a.ds.aa	heber	aul	אָלַף	ʾālap	V	learn
H0503	503	109	a.dt.aa	heber	aum	אָלַף	ʾālap	V	thousand
H0504	504	108a	a.ds.ab	heber	auj	אֶ֫לֶף	ʾelep	N	cattle
H0505	505	109a	a.dt.aa	heber	aui	אֶ֫לֶף	ʾelep	N	thousand
H0506	506	2581	xa.ar.ab	arameus	oak	אֲלַ֑ף	ʾălap	N	1,000
H0507	507	—	a.dt.ab	heber	auk	אֶ֫לֶף	ʾelep	Np	Eleph
H0508	508	—	a.dl.bu	heber	aun	אֶלְפַּ֫עַל	ʾelpaʿal	Np	Elpaal
H0509	509	110	a.du.aa	heber	auo	אָלַץ	ʾālaṣ	V	urge
H0510	510	89d	a.dg.af	heber	aup	אַלְקוּם	ʾalqûm	N	band of soldiers
H0511	511	—	a.dl.bw	heber	auq	אֶלְקָנָה	ʾelqānâ	Np	Elkanah
H0512	512	—	a.du.ac	heber	aur	אֶלְקֹשִׁי	ʾelqōšî	Ag	Elkoshite
H0513	513	—	a.dg.ag	heber	aus	אֶלְתּוֹלַד	ʾeltôlad	Np	Eltolad
H0514	514	—	a.du.ad	heber	aut	אֶלְתְּקֵא	ʾeltĕqēʾ	Np	Eltekeh
H0515	515	—	a.du.ae	heber	auu	אֶלְתְּקֹן	ʾeltĕqōn	Np	Eltekon
H0516	516	—	v.cq.aa	heber	aqy	אַל תַּשְׁחֵת	ʾal tašḥēt	N	go to ruin
H0517	517	115a	a.dx.ab	heber	auw	אֵם	ʾēm	N	mother
H0518	518	111	a.du.af	heber	auv	אִם	ʾim	T	if
H0518	518	111	k.bg.ab	heber	frh	כִּי אם־	—	T	that if
H0519	519	112	a.dv.ab	heber	ava	אָמָה	ʾāmâ	N	maid
H0520	520	115c	a.dx.ad	heber	auy	אַמָּה	ʾammâ	N	ell
H0520	520	115d	a.dx.ae	heber	aux	אַמָּה	ʾammâ	N	foundation
H0521	521	2582	xa.ar.ac	arameus	oal	אַמָּה	ʾammâ	N	cubit
H0522	522	—	a.dx.af	heber	auz	אַמָּה	ʾammâ	Np	Ammah
H0523	523	115e	a.dx.ag	heber	avb	אֻמָּה	ʾummâ	N	tribe
H0524	524	2583	xa.ar.ad	arameus	oam	אֻמָּה	ʾummâ	N	nation
H0525	525	116l	a.dy.an	heber	avg	אָמוֹן	ʾāmôn	N	artificer
H0526	526	—	a.dy.ao	heber	avd	אָמוֹן	ʾāmôn	Np	Amon
H0527	527	116l	a.dy.an	heber	avf	אָמוֹן	ʾāmôn	N	artificer
H0528	528	113	a.dv.ac	heber	ave	אָמוֹן	ʾāmôn	Np	multitude
H0529	529	116d	a.dy.ae	heber	avr	אֵמֻן	ʾēmun	N	trusting
H0530	530	116e	a.dy.af	heber	avh	אֱמוּנָה	ʾĕmûnâ	N	firmness
H0531	531	—	a.dz.ad	heber	avi	אָמוֹץ	ʾāmôṣ	Np	Amoz
H0532	532	—	a.dv.ad	heber	avj	אָמִי	ʾāmî	Np	Ami
H0533	533	117d	a.dz.af	heber	avk	אַמִּיץ	ʾammîṣ	A	mighty
H0534	534	118d	a.ea.af	heber	avl	אָמִיר	ʾāmîr	N	top
H0535	535	114	a.dw.aa	heber	avm	אָמַל	ʾāmal	V	be weak
H0536	536	114b	a.dw.ac	heber	avo	אֻמְלַל	ʾumlal	A	sick
H0537	537	114a	a.dw.ab	heber	avn	אֲמֵלָל	ʾămēlāl	A	feeble
H0538	538	—	a.dx.ah	heber	avp	אֲמָם	ʾămām	Np	Amam
H0539	539	116	a.dy.aa	heber	avu	אָמַן	ʾāman	V	confirm
H0540	540	2584	xa.as.aa	arameus	oan	אֲמַן	ʾăman	V	trust
H0541	541	872	j.bs.ae	heber	avt	אָמַן	ʾāman	V	go to
H0542	542	116c	a.dy.ad	heber	avv	אָמָּן	ʾāmmān	N	master-workman
H0543	543	116b	a.dy.ac	heber	avs	אָמֵן	ʾāmēn	D	verily
H0544	544	116a	a.dy.ab	heber	avw	אֹ֫מֶן	ʾōmen	N	faithfulness
H0545	545	116f	a.dy.ag	heber	awb	אׇמְנָה	ʾomnâ	N	bringing up
H0546	546	116g	a.dy.ah	heber	awa	אׇמְנָה	ʾomnâ	D	verily
H0547	547	116	a.dy.aa	heber	avz	אֹמְנָה	ʾōmĕnâ	N	confirm
H0548	548	116h	a.dy.ai	heber	avy	אֲמָנָה	ʾămānâ	N	faith
H0549	549	—	a.dy.aj	heber	avx	אֲמָנָה	ʾămānâ	Np	Amana
H0550	550	—	a.dy.ap	heber	awc	אַמְנוֹן	ʾamnôn	Np	Amnon
H0551	551	116j	a.dy.al	heber	awe	אׇמְנָם	ʾomnām	D	verily
