# GENERÁLT: eszkozok/ubs_dntg_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSGreekNTDic-v1.1-en.JSON sha256=d84bb9077a43fa4a4f7e571fe2ffa460fa655d7b78439b366281ce527fd56893
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	lemma	main_id	lexid	entry_kod	domen_kod	domen	definicio_rovid	definicio_hosszu	glosszak	megjegyzes
G0142	G0142	αἴρω	000143000000000	000143001007000	24.83	024006	Pain, Suffering	(a productive idiomatic expression, literally: to take up one’s cross) to be prepared to endure severe suffering, even to the point of death	—	to be prepared to suffer even unto death; to take up one’s cross	The idiom ‘to carry one’s cross’ or ‘to take up one’s cross’ involves a number of important features of meaning. Unfortunately, this expression is frequently not understood correctly by many people who hear it or even use it. One reason for this is the actual absence of crucifixion in modern society. If a literal translation is to be employed, then some marginal note will probably be necessary in order to indicate clearly the full implications of such a statement.
G0142	G0142	αἴρω	000143000000000	000143001008000	94.2	—	—	an idiom, literally: to lift up voice	—	to speak in a loud voice; to begin speaking	—
G0143	G0143	αἰσθάνομαι	000144000000000	000144001001000	32.28	032004	Capacity for Understanding	to have the capacity to perceive clearly and hence to understand the real nature of something	—	to be able to perceive; to have the capacity to understand; understanding	—
G0144	G0144	αἴσθησις	000145000000000	000145001001000	32.28	032004	Capacity for Understanding	to have the capacity to perceive clearly and hence to understand the real nature of something	—	to be able to perceive; to have the capacity to understand; understanding	—
G0145	G0145	αἰσθητήριον	000146000000000	000146001001000	32.28	032004	Capacity for Understanding	to have the capacity to perceive clearly and hence to understand the real nature of something	—	to be able to perceive; to have the capacity to understand; understanding	—
G0146	G0146	αἰσχροκερδής	000147000000000	000147001001000	25.26	025002	Desire Strongly	pertaining to being shamefully greedy for material gain or profit	—	shamefully greedy; greedily	—
G0147	G0147	αἰσχροκερδῶς	000148000000000	000148001001000	25.26	025002	Desire Strongly	pertaining to being shamefully greedy for material gain or profit	—	shamefully greedy; greedily	—
G0148	G0148	αἰσχρολογία	000149000000000	000149001001000	33.33	033004	Language Levels	obscene, shameful speech involving culturally disapproved themes	—	vulgar speech; obscene speech; dirty talk	—
G0150	G0150	αἰσχρός	000150000000000	000150001001000	88.150	088020	Act Shamefully	pertaining to behaving in a disgraceful or shameful manner	—	disgraceful; shameful	—
G0151	G0151	αἰσχρότης	000151000000000	000151001001000	88.149	088020	Act Shamefully	to act in defiance of social and moral standards, with resulting disgrace, embarrassment, and shame	—	to act shamefully; indecent behavior; shameful deed	Behavior involving disgrace, embarrassment, and shame is often expressed in an idiomatic manner, for example, ‘to bury one’s face,’ ‘to hide one’s eyes,’ or ‘to feel stabbed by people’s eyes.’ Since shame is seemingly a universal type of feeling, there is usually no difficulty involved in obtaining a satisfactory equivalent.
G0152	G0152	αἰσχύνη	000152000000000	000152001001000	25.189	025018	Shame, Disgrace, Humiliation	a painful feeling due to the consciousness of having done or experienced something disgraceful	—	shame; disgrace	In some languages ‘shame’ may be referred to by a descriptive expression, for example, ‘the feeling of being caught doing something bad’ or ‘the feeling of being seen while sinning.’ In other languages ‘shame’ is expressed idiomatically as ‘to hang the head’ or ‘to turn away the eyes’ or ‘to hide from people’s stares.’
G0152	G0152	αἰσχύνη	000152000000000	000152001002000	25.191	025018	Shame, Disgrace, Humiliation	that which is or should be the source of shame or disgrace	—	that which causes shame	—
G0152	G0152	αἰσχύνη	000152000000000	000152001003000	88.149	088020	Act Shamefully	to act in defiance of social and moral standards, with resulting disgrace, embarrassment, and shame	—	to act shamefully; indecent behavior; shameful deed	Behavior involving disgrace, embarrassment, and shame is often expressed in an idiomatic manner, for example, ‘to bury one’s face,’ ‘to hide one’s eyes,’ or ‘to feel stabbed by people’s eyes.’ Since shame is seemingly a universal type of feeling, there is usually no difficulty involved in obtaining a satisfactory equivalent.
G0153	G0153	αἰσχύνω	000153000000000	000153001001000	25.190	025018	Shame, Disgrace, Humiliation	(derivative of {L:αἰσχύνη<SDBG:αἰσχύνη:000000>}[a] ‘shame,’ {D:25.189}) to feel shame or disgrace because of having done something wrong or something beneath one’s dignity or social status	—	to be ashamed; to feel disgraced	—
G0154	G0154	αἰτέω	000154000000000	000154001001000	33.163	033012	Ask For, Request	to ask for with urgency, even to the point of demanding{N:001}	—	to ask for; to demand; to plead for	—
G0155	G0155	αἴτημα	000155000000000	000155001001000	33.164	033012	Ask For, Request	(derivative of {L:αἰτέω<SDBG:αἰτέω:000000>} ‘to ask for,’ {D:33.163}) that which is being asked for	—	request; demand; what was being asked for	—
G0156	G0156	αἰτία	000156000000000	000156001001000	89.15	089007	Cause and/or Reason	reason or cause for an event or state	—	reason; cause; source; because of	—
G0156	G0156	αἰτία	000156000000000	000156001002000	56.4	056003	Accusation	(a technical, legal term) the basis of or grounds for an accusation in court	—	cause; case; basis for an accusation	In rendering αἰτία[b] as basis for an accusation, one may sometimes speak of a reason for accusing someone or why someone should be accused of something bad.|For another interpretation of αἰτία in {S:04301803800048}, see {D:88.315}.
G0156	G0156	αἰτία	000156000000000	000156001003000	56.5	056003	Accusation	the content of legal charges brought against someone	—	accusation; charge; complaint	—
G0156	G0156	αἰτία	000156000000000	000156001004000	88.315	088038	Sin, Wrongdoing, Guilt	guilt as a basis or reason for condemnation	—	guilt; wrongdoing; reason for condemning	It is also possible to understand αἰτία in {S:04301803800048} as ‘reason for legal accusation,’ as noted in {D:56.4}.
G0156	G0156	αἰτία	000156000000000	000156001005000	89.1	089001	Relation	a relation existing between two or more objects or events	—	relation	—
G0157	G0157a	αἰτίωμα	000158000000000	000158001001000	56.5	056003	Accusation	the content of legal charges brought against someone	—	accusation; charge; complaint	—
G0158	G0158	αἴτιος	000157000000000	000157001001000	89.15	089007	Cause and/or Reason	reason or cause for an event or state	—	reason; cause; source; because of	—
G0158	G0158	αἴτιος	000157000000000	000157001002000	89.15	089007	Cause and/or Reason	reason or cause for an event or state	—	reason; cause; source; because of	—
G0158	G0158	αἴτιος	000157000000000	000157001003000	88.315	088038	Sin, Wrongdoing, Guilt	guilt as a basis or reason for condemnation	—	guilt; wrongdoing; reason for condemning	—
G0160	G0160	αἰφνίδιος	000159000000000	000159001001000	67.113	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	pertaining to an extremely short period of time between a previous state or event and a subsequent state or event	—	suddenly; at once; immediately	In a number of contexts there is the implication of unexpectedness; but this seems to be a derivative of the context as a whole and not a part of the meaning of the lexical items.
G0161	G0161	αἰχμαλωσία	000160000000000	000160001001000	55.23	055005	Prisoners of War	the state of being taken as a prisoner of war and kept a captive	—	captivity	In a number of languages it may be necessary to render ‘captivity’ in terms of ‘being a captive,’ and therefore this expression in {S:06601301000012} may be rendered as ‘if anyone is meant to become a captive, he will indeed become a captive.’
G0162	G0162	αἰχμαλωτεύω	000161000000000	000161001001000	55.24	055005	Prisoners of War	to cause someone to become a prisoner of war	—	to make captive; to take captive; to capture someone in war	In {S:04900400800012} {L:αἰχμαλωσία<SDBG:αἰχμαλωσία:000000>} ‘captivity’ ({D:55.23}) is added redundantly to αἰχμαλωτεύω due to Semitic usage. The combination of words simply means ‘to take many captives.’
G0163	G0163	αἰχμαλωτίζω	000162000000000	000162001001000	55.24	055005	Prisoners of War	to cause someone to become a prisoner of war	—	to make captive; to take captive; to capture someone in war	—
G0163	G0163	αἰχμαλωτίζω	000162000000000	000162001002000	37.29	037001	Control, Restrain	(a figurative extension of meaning of αἰχμαλωτίζω[a] ‘to take captive in war,’ {D:55.24}) to gain complete control over, either by force or deception	—	to get control of	—
G0164	G0164	αἰχμάλωτος	000163000000000	000163001001000	55.25	055005	Prisoners of War	one who has been taken captive in war	—	captive; prisoner of war	In {S:04200401800028} αἰχμάλωτος occurs on two levels: (1) in the literal sense of ‘being a captive of war’ and (2) in the broader sense of referring to all those who are oppressed by foreign domination.
G0165	G0165	αἰών	000164000000000	000164001001000	67.143	067008	Indefinite Units of Time: Age, Lifetime, Interval, Period	a unit of time as a particular stage or period of history	—	age; era	In a number of languages there is no specific term for ‘age’ or ‘era.’ The closest approximation in the context of {S:04001203200058} may be ‘not in these many years and not in the many years which will follow.’|In {S:05400101700010} (τῷ δὲ βασιλεῖ τῶν αἰώνων literally ‘to the king of the ages’) the genitive phrase τῶν αἰώνων is better understood as an abstract of unlimited extent of time, and accordingly, one may translate more accurately as ‘the eternal king.’ Compare {D:67.95}.
