# GENERALT-TERVEZET: naplok/KAROLI_KK2_kulcstabla_general.py - jovahagyasra var, meg NEM elesitett
igehely_karoli	igehely_kjv	igehely_mt	osztaly	forras	megjegyzes
1Kir 16:8	16:8		KJV	szamlalas	
1Kir 16:9	16:9		KJV	szamlalas	
1Kir 16:10	16:10		KJV	szamlalas	
1Kir 16:11	16:11		KJV	szamlalas	
1Kir 16:12	16:12		KJV	szamlalas	
1Kir 16:13	16:13		KJV	szamlalas	
1Kir 16:14	16:14		KJV	szamlalas	
1Kir 16:15	16:15		KJV	szamlalas	
1Kir 16:16	16:16		KJV	szamlalas	
1Kir 16:17	16:17		KJV	szamlalas	
1Kir 16:18	16:18		KJV	szamlalas	
1Kir 16:19	16:19		KJV	szamlalas	
1Kir 16:20	16:20		KJV	szamlalas	
1Kir 16:21	16:21		KJV	szamlalas	
1Kir 16:22	16:22		KJV	szamlalas	
1Kir 16:23	16:23		KJV	szamlalas	
1Kir 16:24	16:24		KJV	szamlalas	
1Kir 16:25	16:25		KJV	szamlalas	
1Kir 16:26	16:26		KJV	szamlalas	
1Kir 16:27	16:27		KJV	szamlalas	
1Kir 16:28	16:28		KJV	szamlalas	
1Kir 16:29	16:29		KJV	szamlalas	
1Kir 16:30	16:30		KJV	szamlalas	
1Kir 16:31	16:31		KJV	szamlalas	
1Kir 16:32	16:32		KJV	szamlalas	
1Kir 16:33	16:33		KJV	szamlalas	
1Kir 16:34	16:34		KJV	szamlalas	
1Kir 17:1	17:1		KJV	szamlalas	
1Kir 17:2	17:2		KJV	szamlalas	
1Kir 17:3	17:3		KJV	szamlalas	
1Kir 17:4	17:4		KJV	szamlalas	
1Kir 17:5	17:5		KJV	szamlalas	
1Kir 17:6	17:6		KJV	szamlalas	
1Kir 17:7	17:7		KJV	szamlalas	
1Kir 17:8	17:8		KJV	szamlalas	
1Kir 17:9	17:9		KJV	szamlalas	
1Kir 17:10	17:10		KJV	szamlalas	
1Kir 17:11	17:11		KJV	szamlalas	
1Kir 17:12	17:12		KJV	szamlalas	
1Kir 17:13	17:13		KJV	szamlalas	
1Kir 17:14	17:14		KJV	szamlalas	
1Kir 17:15	17:15		KJV	szamlalas	
1Kir 17:16	17:16		KJV	szamlalas	
1Kir 17:17	17:17		KJV	szamlalas	
1Kir 17:18	17:18		KJV	szamlalas	
1Kir 17:19	17:19		KJV	szamlalas	
1Kir 17:20	17:20		KJV	szamlalas	
1Kir 17:21	17:21		KJV	szamlalas	
1Kir 17:22	17:22		KJV	szamlalas	
1Kir 17:23	17:23		KJV	szamlalas	
1Kir 17:24	17:24		KJV	szamlalas	
1Kir 18:1	18:1		KJV	szamlalas	
1Kir 18:2	18:2		KJV	szamlalas	
1Kir 18:3	18:3		KJV	szamlalas	
1Kir 18:4	18:4		KJV	szamlalas	
1Kir 18:5	18:5		KJV	szamlalas	
1Kir 18:6	18:6		KJV	szamlalas	
1Kir 18:7	18:7		KJV	szamlalas	
1Kir 18:8	18:8		KJV	szamlalas	
1Kir 18:9	18:9		KJV	szamlalas	
1Kir 18:10	18:10		KJV	szamlalas	
1Kir 18:11	18:11		KJV	szamlalas	
1Kir 18:12	18:12		KJV	szamlalas	
1Kir 18:13	18:13		KJV	szamlalas	
1Kir 18:14	18:14		KJV	szamlalas	
1Kir 18:15	18:15		KJV	szamlalas	
1Kir 18:16	18:16		KJV	szamlalas	
1Kir 18:17	18:17		KJV	szamlalas	
1Kir 18:18	18:18		KJV	szamlalas	
1Kir 18:19	18:19		KJV	szamlalas	
1Kir 18:20	18:20		KJV	szamlalas	
1Kir 18:21	18:21		KJV	szamlalas	
1Kir 18:22	18:22		KJV	szamlalas	
1Kir 18:23	18:23		KJV	szamlalas	
1Kir 18:24	18:24		KJV	szamlalas	
1Kir 18:25	18:25		KJV	szamlalas	
1Kir 18:26	18:26		KJV	szamlalas	
1Kir 18:27	18:27		KJV	szamlalas	
1Kir 18:28	18:28		KJV	szamlalas	
1Kir 18:29	18:29		KJV	szamlalas	
1Kir 18:30	18:30		KJV	szamlalas	
1Kir 18:31	18:31		KJV	szamlalas	
1Kir 18:32	18:32		KJV	szamlalas	
1Kir 18:33	18:33		KJV	szamlalas	
1Kir 18:34	18:34		KJV	szamlalas	
1Kir 18:35	18:35		KJV	szamlalas	
1Kir 18:36	18:36		KJV	szamlalas	
1Kir 18:37	18:37		KJV	szamlalas	
1Kir 18:38	18:38		KJV	szamlalas	
1Kir 18:39	18:39		KJV	szamlalas	
1Kir 18:40	18:40		KJV	szamlalas	
1Kir 18:41	18:41		KJV	szamlalas	
1Kir 18:42	18:42		KJV	szamlalas	
1Kir 18:43	18:43		KJV	szamlalas	
1Kir 18:44	18:44		KJV	szamlalas	
1Kir 18:45	18:45		KJV	szamlalas	
1Kir 18:46	18:46		KJV	szamlalas	
1Kir 19:1	19:1		KJV	szamlalas	
1Kir 19:2	19:2		KJV	szamlalas	
1Kir 19:3	19:3		KJV	szamlalas	
1Kir 19:4	19:4		KJV	szamlalas	
1Kir 19:5	19:5		KJV	szamlalas	
1Kir 19:6	19:6		KJV	szamlalas	
1Kir 19:7	19:7		KJV	szamlalas	
1Kir 19:8	19:8		KJV	szamlalas	
1Kir 19:9	19:9		KJV	szamlalas	
1Kir 19:10	19:10		KJV	szamlalas	
1Kir 19:11	19:11		KJV	szamlalas	
1Kir 19:12	19:12		KJV	szamlalas	
1Kir 19:13	19:13		KJV	szamlalas	
1Kir 19:14	19:14		KJV	szamlalas	
1Kir 19:15	19:15		KJV	szamlalas	
1Kir 19:16	19:16		KJV	szamlalas	
1Kir 19:17	19:17		KJV	szamlalas	
1Kir 19:18	19:18		KJV	szamlalas	
1Kir 19:19	19:19		KJV	szamlalas	
1Kir 19:20	19:20		KJV	szamlalas	
1Kir 19:21	19:21		KJV	szamlalas	
1Kir 20:1	20:1		KJV	szamlalas	
1Kir 20:2	20:2		KJV	szamlalas	
1Kir 20:3	20:3		KJV	szamlalas	
1Kir 20:4	20:4		KJV	szamlalas	
1Kir 20:5	20:5		KJV	szamlalas	
1Kir 20:6	20:6		KJV	szamlalas	
1Kir 20:7	20:7		KJV	szamlalas	
1Kir 20:8	20:8		KJV	szamlalas	
1Kir 20:9	20:9		KJV	szamlalas	
1Kir 20:10	20:10		KJV	szamlalas	
1Kir 20:11	20:11		KJV	szamlalas	
1Kir 20:12	20:12		KJV	szamlalas	
1Kir 20:13	20:13		KJV	szamlalas	
1Kir 20:14	20:14		KJV	szamlalas	
1Kir 20:15	20:15		KJV	szamlalas	
1Kir 20:16	20:16		KJV	szamlalas	
1Kir 20:17	20:17		KJV	szamlalas	
1Kir 20:18	20:18		KJV	szamlalas	
1Kir 20:19	20:19		KJV	szamlalas	
1Kir 20:20	20:20		KJV	szamlalas	
1Kir 20:21	20:21		KJV	szamlalas	
1Kir 20:22	20:22		KJV	szamlalas	
1Kir 20:23	20:23		KJV	szamlalas	
1Kir 20:24	20:24		KJV	szamlalas	
1Kir 20:25	20:25		KJV	szamlalas	
1Kir 20:26	20:26		KJV	szamlalas	
1Kir 20:27	20:27		KJV	szamlalas	
1Kir 20:28	20:28		KJV	szamlalas	
1Kir 20:29	20:29		KJV	szamlalas	
1Kir 20:30	20:30		KJV	szamlalas	
1Kir 20:31	20:31		KJV	szamlalas	
1Kir 20:32	20:32		KJV	szamlalas	
1Kir 20:33	20:33		KJV	szamlalas	
1Kir 20:34	20:34		KJV	szamlalas	
1Kir 20:35	20:35		KJV	szamlalas	
1Kir 20:36	20:36		KJV	szamlalas	
1Kir 20:37	20:37		KJV	szamlalas	
1Kir 20:38	20:38		KJV	szamlalas	
1Kir 20:39	20:39		KJV	szamlalas	
1Kir 20:40	20:40		KJV	szamlalas	
1Kir 20:41	20:41		KJV	szamlalas	
1Kir 20:42	20:42		KJV	szamlalas	
1Kir 20:43	20:43		KJV	szamlalas	
1Kir 21:1	21:1		KJV	szamlalas	
1Kir 21:2	21:2		KJV	szamlalas	
1Kir 21:3	21:3		KJV	szamlalas	
1Kir 21:4	21:4		KJV	szamlalas	
1Kir 21:5	21:5		KJV	szamlalas	
1Kir 21:6	21:6		KJV	szamlalas	
1Kir 21:7	21:7		KJV	szamlalas	
1Kir 21:8	21:8		KJV	szamlalas	
1Kir 21:9	21:9		KJV	szamlalas	
1Kir 21:10	21:10		KJV	szamlalas	
1Kir 21:11	21:11		KJV	szamlalas	
1Kir 21:12	21:12		KJV	szamlalas	
1Kir 21:13	21:13		KJV	szamlalas	
1Kir 21:14	21:14		KJV	szamlalas	
1Kir 21:15	21:15		KJV	szamlalas	
1Kir 21:16	21:16		KJV	szamlalas	
1Kir 21:17	21:17		KJV	szamlalas	
1Kir 21:18	21:18		KJV	szamlalas	
1Kir 21:19	21:19		KJV	szamlalas	
1Kir 21:20	21:20		KJV	szamlalas	
1Kir 21:21	21:21		KJV	szamlalas	
1Kir 21:22	21:22		KJV	szamlalas	
1Kir 21:23	21:23		KJV	szamlalas	
1Kir 21:24	21:24		KJV	szamlalas	
1Kir 21:25	21:25		KJV	szamlalas	
1Kir 21:26	21:26		KJV	szamlalas	
1Kir 21:27	21:27		KJV	szamlalas	
1Kir 21:28	21:28		KJV	szamlalas	
1Kir 21:29	21:29		KJV	szamlalas	
1Kir 22:1	22:1	22:1	MT	tvtms	
1Kir 22:2	22:2	22:2	MT	tvtms	
1Kir 22:3	22:3	22:3	MT	tvtms	
1Kir 22:4	22:4	22:4	MT	tvtms	
1Kir 22:5	22:5	22:5	MT	tvtms	
1Kir 22:6	22:6	22:6	MT	tvtms	
1Kir 22:7	22:7	22:7	MT	tvtms	
1Kir 22:8	22:8	22:8	MT	tvtms	
1Kir 22:9	22:9	22:9	MT	tvtms	
1Kir 22:10	22:10	22:10	MT	tvtms	
1Kir 22:11	22:11	22:11	MT	tvtms	
1Kir 22:12	22:12	22:12	MT	tvtms	
1Kir 22:13	22:13	22:13	MT	tvtms	
1Kir 22:14	22:14	22:14	MT	tvtms	
1Kir 22:15	22:15	22:15	MT	tvtms	
1Kir 22:16	22:16	22:16	MT	tvtms	
1Kir 22:17	22:17	22:17	MT	tvtms	
1Kir 22:18	22:18	22:18	MT	tvtms	
1Kir 22:19	22:19	22:19	MT	tvtms	
1Kir 22:20	22:20	22:20	MT	tvtms	
1Kir 22:21	22:21	22:21	MT	tvtms	
1Kir 22:22	22:22	22:22	MT	tvtms	
1Kir 22:23	22:23	22:23	MT	tvtms	
1Kir 22:24	22:24	22:24	MT	tvtms	
1Kir 22:25	22:25	22:25	MT	tvtms	
1Kir 22:26	22:26	22:26	MT	tvtms	
1Kir 22:27	22:27	22:27	MT	tvtms	
1Kir 22:28	22:28	22:28	MT	tvtms	
1Kir 22:29	22:29	22:29	MT	tvtms	
1Kir 22:30	22:30	22:30	MT	tvtms	
1Kir 22:31	22:31	22:31	MT	tvtms	
1Kir 22:32	22:32	22:32	MT	tvtms	
1Kir 22:33	22:33	22:33	MT	tvtms	
1Kir 22:34	22:34	22:34	MT	tvtms	
1Kir 22:35	22:35	22:35	MT	tvtms	
1Kir 22:36	22:36	22:36	MT	tvtms	
1Kir 22:37	22:37	22:37	MT	tvtms	
1Kir 22:38	22:38	22:38	MT	tvtms	
1Kir 22:39	22:39	22:39	MT	tvtms	
1Kir 22:40	22:40	22:40	MT	tvtms	
1Kir 22:41	22:41	22:41	MT	tvtms	
1Kir 22:42	22:42	22:42	MT	tvtms	
1Kir 22:43	22:43	22:43	MT	tvtms	
1Kir 22:44	22:44	22:44	MT	tvtms	
1Kir 22:45	22:45	22:45	MT	tvtms	
1Kir 22:46		22:46	MT	szamlalas	
1Kir 22:47		22:47	MT	szamlalas	
1Kir 22:48		22:48	MT	szamlalas	
1Kir 22:49		22:49	MT	szamlalas	
1Kir 22:50	22:50	22:50	MT	tvtms	
1Kir 22:51	22:51	22:51	MT	tvtms	
1Kir 22:52	22:52	22:52	MT	tvtms	
1Kir 22:53	22:53	22:53	MT	tvtms	
1Kir 22:54		22:54	MT	szamlalas	
1Krón 1:1	1:1		KJV	szamlalas	
1Krón 1:2	1:2		KJV	szamlalas	
1Krón 1:3	1:3		KJV	szamlalas	
1Krón 1:4	1:4		KJV	szamlalas	
1Krón 1:5	1:5		KJV	szamlalas	
1Krón 1:6	1:6		KJV	szamlalas	
1Krón 1:7	1:7		KJV	szamlalas	
1Krón 1:8	1:8		KJV	szamlalas	
1Krón 1:9	1:9		KJV	szamlalas	
1Krón 1:10	1:10		KJV	szamlalas	
1Krón 1:11	1:11		KJV	szamlalas	
1Krón 1:12	1:12		KJV	szamlalas	
1Krón 1:13	1:13		KJV	szamlalas	
1Krón 1:14	1:14		KJV	szamlalas	
1Krón 1:15	1:15		KJV	szamlalas	
1Krón 1:16	1:16		KJV	szamlalas	
1Krón 1:17	1:17		KJV	szamlalas	
1Krón 1:18	1:18		KJV	szamlalas	
1Krón 1:19	1:19		KJV	szamlalas	
1Krón 1:20	1:20		KJV	szamlalas	
1Krón 1:21	1:21		KJV	szamlalas	
1Krón 1:22	1:22		KJV	szamlalas	
1Krón 1:23	1:23		KJV	szamlalas	
1Krón 1:24	1:24		KJV	szamlalas	
1Krón 1:25	1:25		KJV	szamlalas	
1Krón 1:26	1:26		KJV	szamlalas	
1Krón 1:27	1:27		KJV	szamlalas	
1Krón 1:28	1:28		KJV	szamlalas	
1Krón 1:29	1:29		KJV	szamlalas	
1Krón 1:30	1:30		KJV	szamlalas	
1Krón 1:31	1:31		KJV	szamlalas	
1Krón 1:32	1:32		KJV	szamlalas	
1Krón 1:33	1:33		KJV	szamlalas	
1Krón 1:34	1:34		KJV	szamlalas	
1Krón 1:35	1:35		KJV	szamlalas	
1Krón 1:36	1:36		KJV	szamlalas	
1Krón 1:37	1:37		KJV	szamlalas	
1Krón 1:38	1:38		KJV	szamlalas	
1Krón 1:39	1:39		KJV	szamlalas	
1Krón 1:40	1:40		KJV	szamlalas	
1Krón 1:41	1:41		KJV	szamlalas	
1Krón 1:42	1:42		KJV	szamlalas	
1Krón 1:43	1:43		KJV	szamlalas	
1Krón 1:44	1:44		KJV	szamlalas	
1Krón 1:45	1:45		KJV	szamlalas	
1Krón 1:46	1:46		KJV	szamlalas	
1Krón 1:47	1:47		KJV	szamlalas	
1Krón 1:48	1:48		KJV	szamlalas	
1Krón 1:49	1:49		KJV	szamlalas	
1Krón 1:50	1:50		KJV	szamlalas	
1Krón 1:51	1:51		KJV	szamlalas	
1Krón 1:52	1:52		KJV	szamlalas	
1Krón 1:53	1:53		KJV	szamlalas	
1Krón 1:54	1:54		KJV	szamlalas	
1Krón 2:1	2:1		KJV	szamlalas	
1Krón 2:2	2:2		KJV	szamlalas	
1Krón 2:3	2:3		KJV	szamlalas	
1Krón 2:4	2:4		KJV	szamlalas	
1Krón 2:5	2:5		KJV	szamlalas	
1Krón 2:6	2:6		KJV	szamlalas	
1Krón 2:7	2:7		KJV	szamlalas	
1Krón 2:8	2:8		KJV	szamlalas	
1Krón 2:9	2:9		KJV	szamlalas	
1Krón 2:10	2:10		KJV	szamlalas	
1Krón 2:11	2:11		KJV	szamlalas	
1Krón 2:12	2:12		KJV	szamlalas	
1Krón 2:13	2:13		KJV	szamlalas	
1Krón 2:14	2:14		KJV	szamlalas	
1Krón 2:15	2:15		KJV	szamlalas	
1Krón 2:16	2:16		KJV	szamlalas	
1Krón 2:17	2:17		KJV	szamlalas	
1Krón 2:18	2:18		KJV	szamlalas	
1Krón 2:19	2:19		KJV	szamlalas	
1Krón 2:20	2:20		KJV	szamlalas	
1Krón 2:21	2:21		KJV	szamlalas	
1Krón 2:22	2:22		KJV	szamlalas	
1Krón 2:23	2:23		KJV	szamlalas	
1Krón 2:24	2:24		KJV	szamlalas	
1Krón 2:25	2:25		KJV	szamlalas	
1Krón 2:26	2:26		KJV	szamlalas	
1Krón 2:27	2:27		KJV	szamlalas	
1Krón 2:28	2:28		KJV	szamlalas	
1Krón 2:29	2:29		KJV	szamlalas	
1Krón 2:30	2:30		KJV	szamlalas	
1Krón 2:31	2:31		KJV	szamlalas	
1Krón 2:32	2:32		KJV	szamlalas	
1Krón 2:33	2:33		KJV	szamlalas	
1Krón 2:34	2:34		KJV	szamlalas	
1Krón 2:35	2:35		KJV	szamlalas	
1Krón 2:36	2:36		KJV	szamlalas	
1Krón 2:37	2:37		KJV	szamlalas	
1Krón 2:38	2:38		KJV	szamlalas	
1Krón 2:39	2:39		KJV	szamlalas	
1Krón 2:40	2:40		KJV	szamlalas	
1Krón 2:41	2:41		KJV	szamlalas	
1Krón 2:42	2:42		KJV	szamlalas	
1Krón 2:43	2:43		KJV	szamlalas	
1Krón 2:44	2:44		KJV	szamlalas	
1Krón 2:45	2:45		KJV	szamlalas	
1Krón 2:46	2:46		KJV	szamlalas	
1Krón 2:47	2:47		KJV	szamlalas	
1Krón 2:48	2:48		KJV	szamlalas	
1Krón 2:49	2:49		KJV	szamlalas	
1Krón 2:50	2:50		KJV	szamlalas	
1Krón 2:51	2:51		KJV	szamlalas	
1Krón 2:52	2:52		KJV	szamlalas	
1Krón 2:53	2:53		KJV	szamlalas	
1Krón 2:54	2:54		KJV	szamlalas	
1Krón 2:55	2:55		KJV	szamlalas	
1Krón 3:1	3:1		KJV	szamlalas	
1Krón 3:2	3:2		KJV	szamlalas	
1Krón 3:3	3:3		KJV	szamlalas	
1Krón 3:4	3:4		KJV	szamlalas	
1Krón 3:5	3:5		KJV	szamlalas	
1Krón 3:6	3:6		KJV	szamlalas	
1Krón 3:7	3:7		KJV	szamlalas	
1Krón 3:8	3:8		KJV	szamlalas	
1Krón 3:9	3:9		KJV	szamlalas	
1Krón 3:10	3:10		KJV	szamlalas	
1Krón 3:11	3:11		KJV	szamlalas	
1Krón 3:12	3:12		KJV	szamlalas	
1Krón 3:13	3:13		KJV	szamlalas	
1Krón 3:14	3:14		KJV	szamlalas	
1Krón 3:15	3:15		KJV	szamlalas	
1Krón 3:16	3:16		KJV	szamlalas	
1Krón 3:17	3:17		KJV	szamlalas	
1Krón 3:18	3:18		KJV	szamlalas	
1Krón 3:19	3:19		KJV	szamlalas	
1Krón 3:20	3:20		KJV	szamlalas	
1Krón 3:21	3:21		KJV	szamlalas	
1Krón 3:22	3:22		KJV	szamlalas	
1Krón 3:23	3:23		KJV	szamlalas	
1Krón 3:24	3:24		KJV	szamlalas	
1Krón 4:1	4:1		KJV	szamlalas	
1Krón 4:2	4:2		KJV	szamlalas	
1Krón 4:3	4:3		KJV	szamlalas	
1Krón 4:4	4:4		KJV	szamlalas	
1Krón 4:5	4:5		KJV	szamlalas	
1Krón 4:6	4:6		KJV	szamlalas	
1Krón 4:7	4:7		KJV	szamlalas	
1Krón 4:8	4:8		KJV	szamlalas	
1Krón 4:9	4:9		KJV	szamlalas	
1Krón 4:10	4:10		KJV	szamlalas	
1Krón 4:11	4:11		KJV	szamlalas	
1Krón 4:12	4:12		KJV	szamlalas	
1Krón 4:13	4:13		KJV	szamlalas	
1Krón 4:14	4:14		KJV	szamlalas	
1Krón 4:15	4:15		KJV	szamlalas	
1Krón 4:16	4:16		KJV	szamlalas	
1Krón 4:17	4:17		KJV	szamlalas	
1Krón 4:18	4:18		KJV	szamlalas	
1Krón 4:19	4:19		KJV	szamlalas	
1Krón 4:20	4:20		KJV	szamlalas	
1Krón 4:21	4:21		KJV	szamlalas	
1Krón 4:22	4:22		KJV	szamlalas	
1Krón 4:23	4:23		KJV	szamlalas	
1Krón 4:24	4:24		KJV	szamlalas	
1Krón 4:25	4:25		KJV	szamlalas	
1Krón 4:26	4:26		KJV	szamlalas	
1Krón 4:27	4:27		KJV	szamlalas	
1Krón 4:28	4:28		KJV	szamlalas	
1Krón 4:29	4:29		KJV	szamlalas	
1Krón 4:30	4:30		KJV	szamlalas	
1Krón 4:31	4:31		KJV	szamlalas	
1Krón 4:32	4:32		KJV	szamlalas	
1Krón 4:33	4:33		KJV	szamlalas	
1Krón 4:34	4:34		KJV	szamlalas	
1Krón 4:35	4:35		KJV	szamlalas	
1Krón 4:36	4:36		KJV	szamlalas	
1Krón 4:37	4:37		KJV	szamlalas	
1Krón 4:38	4:38		KJV	szamlalas	
1Krón 4:39	4:39		KJV	szamlalas	
1Krón 4:40	4:40		KJV	szamlalas	
1Krón 4:41	4:41		KJV	szamlalas	
1Krón 4:42	4:42		KJV	szamlalas	
1Krón 4:43	4:43		KJV	szamlalas	
1Krón 5:1	5:1		KJV	szamlalas	
1Krón 5:2	5:2		KJV	szamlalas	
1Krón 5:3	5:3		KJV	szamlalas	
1Krón 5:4	5:4		KJV	szamlalas	
1Krón 5:5	5:5		KJV	szamlalas	
1Krón 5:6	5:6		KJV	szamlalas	
1Krón 5:7	5:7		KJV	szamlalas	
1Krón 5:8	5:8		KJV	szamlalas	
1Krón 5:9	5:9		KJV	szamlalas	
1Krón 5:10	5:10		KJV	szamlalas	
1Krón 5:11	5:11		KJV	szamlalas	
1Krón 5:12	5:12		KJV	szamlalas	
1Krón 5:13	5:13		KJV	szamlalas	
1Krón 5:14	5:14		KJV	szamlalas	
1Krón 5:15	5:15		KJV	szamlalas	
1Krón 5:16	5:16		KJV	szamlalas	
1Krón 5:17	5:17		KJV	szamlalas	
1Krón 5:18	5:18		KJV	szamlalas	
1Krón 5:19	5:19		KJV	szamlalas	
1Krón 5:20	5:20		KJV	szamlalas	
1Krón 5:21	5:21		KJV	szamlalas	
1Krón 5:22	5:22		KJV	szamlalas	
1Krón 5:23	5:23		KJV	szamlalas	
1Krón 5:24	5:24		KJV	szamlalas	
1Krón 5:25	5:25		KJV	szamlalas	
1Krón 5:26	5:26		KJV	szamlalas	
1Krón 6:1	6:1		KJV	szamlalas	
1Krón 6:2	6:2		KJV	szamlalas	
1Krón 6:3	6:3		KJV	szamlalas	
1Krón 6:4	6:4		KJV	szamlalas	
1Krón 6:5	6:5		KJV	szamlalas	
1Krón 6:6	6:6		KJV	szamlalas	
1Krón 6:7	6:7		KJV	szamlalas	
1Krón 6:8	6:8		KJV	szamlalas	
1Krón 6:9	6:9		KJV	szamlalas	
1Krón 6:10	6:10		KJV	szamlalas	
1Krón 6:11	6:11		KJV	szamlalas	
1Krón 6:12	6:12		KJV	szamlalas	
1Krón 6:13	6:13		KJV	szamlalas	
1Krón 6:14	6:14		KJV	szamlalas	
1Krón 6:15	6:15		KJV	szamlalas	
1Krón 6:16	6:16		KJV	szamlalas	
1Krón 6:17	6:17		KJV	szamlalas	
1Krón 6:18	6:18		KJV	szamlalas	
1Krón 6:19	6:19		KJV	szamlalas	
1Krón 6:20	6:20		KJV	szamlalas	
1Krón 6:21	6:21		KJV	szamlalas	
1Krón 6:22	6:22		KJV	szamlalas	
1Krón 6:23	6:23		KJV	szamlalas	
1Krón 6:24	6:24		KJV	szamlalas	
1Krón 6:25	6:25		KJV	szamlalas	
1Krón 6:26	6:26		KJV	szamlalas	
1Krón 6:27	6:27		KJV	szamlalas	
1Krón 6:28	6:28		KJV	szamlalas	
1Krón 6:29	6:29		KJV	szamlalas	
1Krón 6:30	6:30		KJV	szamlalas	
1Krón 6:31	6:31		KJV	szamlalas	
1Krón 6:32	6:32		KJV	szamlalas	
1Krón 6:33	6:33		KJV	szamlalas	
1Krón 6:34	6:34		KJV	szamlalas	
1Krón 6:35	6:35		KJV	szamlalas	
1Krón 6:36	6:36		KJV	szamlalas	
1Krón 6:37	6:37		KJV	szamlalas	
1Krón 6:38	6:38		KJV	szamlalas	
1Krón 6:39	6:39		KJV	szamlalas	
1Krón 6:40	6:40		KJV	szamlalas	
1Krón 6:41	6:41		KJV	szamlalas	
1Krón 6:42	6:42		KJV	szamlalas	
1Krón 6:43	6:43		KJV	szamlalas	
1Krón 6:44	6:44		KJV	szamlalas	
1Krón 6:45	6:45		KJV	szamlalas	
1Krón 6:46	6:46		KJV	szamlalas	
1Krón 6:47	6:47		KJV	szamlalas	
1Krón 6:48	6:48		KJV	szamlalas	
1Krón 6:49	6:49		KJV	szamlalas	
1Krón 6:50	6:50		KJV	szamlalas	
1Krón 6:51	6:51		KJV	szamlalas	
1Krón 6:52	6:52		KJV	szamlalas	
1Krón 6:53	6:53		KJV	szamlalas	
1Krón 6:54	6:54		KJV	szamlalas	
1Krón 6:55	6:55		KJV	szamlalas	
1Krón 6:56	6:56		KJV	szamlalas	
1Krón 6:57	6:57		KJV	szamlalas	
1Krón 6:58	6:58		KJV	szamlalas	
1Krón 6:59	6:59		KJV	szamlalas	
1Krón 6:60	6:60		KJV	szamlalas	
1Krón 6:61	6:61		KJV	szamlalas	
1Krón 6:62	6:62		KJV	szamlalas	
1Krón 6:63	6:63		KJV	szamlalas	
1Krón 6:64	6:64		KJV	szamlalas	
1Krón 6:65	6:65		KJV	szamlalas	
1Krón 6:66	6:66		KJV	szamlalas	
1Krón 6:67	6:67		KJV	szamlalas	
1Krón 6:68	6:68		KJV	szamlalas	
1Krón 6:69	6:69		KJV	szamlalas	
1Krón 6:70	6:70		KJV	szamlalas	
1Krón 6:71	6:71		KJV	szamlalas	
1Krón 6:72	6:72		KJV	szamlalas	
1Krón 6:73	6:73		KJV	szamlalas	
1Krón 6:74	6:74		KJV	szamlalas	
1Krón 6:75	6:75		KJV	szamlalas	
1Krón 6:76	6:76		KJV	szamlalas	
1Krón 6:77	6:77		KJV	szamlalas	
1Krón 6:78	6:78		KJV	szamlalas	
1Krón 6:79	6:79		KJV	szamlalas	
1Krón 6:80	6:80		KJV	szamlalas	
1Krón 6:81	6:81		KJV	szamlalas	
1Krón 7:1	7:1		KJV	szamlalas	
1Krón 7:2	7:2		KJV	szamlalas	
1Krón 7:3	7:3		KJV	szamlalas	
1Krón 7:4	7:4		KJV	szamlalas	
1Krón 7:5	7:5		KJV	szamlalas	
1Krón 7:6	7:6		KJV	szamlalas	
1Krón 7:7	7:7		KJV	szamlalas	
1Krón 7:8	7:8		KJV	szamlalas	
1Krón 7:9	7:9		KJV	szamlalas	
1Krón 7:10	7:10		KJV	szamlalas	
1Krón 7:11	7:11		KJV	szamlalas	
1Krón 7:12	7:12		KJV	szamlalas	
1Krón 7:13	7:13		KJV	szamlalas	
1Krón 7:14	7:14		KJV	szamlalas	
1Krón 7:15	7:15		KJV	szamlalas	
1Krón 7:16	7:16		KJV	szamlalas	
1Krón 7:17	7:17		KJV	szamlalas	
1Krón 7:18	7:18		KJV	szamlalas	
1Krón 7:19	7:19		KJV	szamlalas	
1Krón 7:20	7:20		KJV	szamlalas	
1Krón 7:21	7:21		KJV	szamlalas	
1Krón 7:22	7:22		KJV	szamlalas	
1Krón 7:23	7:23		KJV	szamlalas	
1Krón 7:24	7:24		KJV	szamlalas	
1Krón 7:25	7:25		KJV	szamlalas	
1Krón 7:26	7:26		KJV	szamlalas	
1Krón 7:27	7:27		KJV	szamlalas	
1Krón 7:28	7:28		KJV	szamlalas	
1Krón 7:29	7:29		KJV	szamlalas	
1Krón 7:30	7:30		KJV	szamlalas	
1Krón 7:31	7:31		KJV	szamlalas	
1Krón 7:32	7:32		KJV	szamlalas	
1Krón 7:33	7:33		KJV	szamlalas	
1Krón 7:34	7:34		KJV	szamlalas	
1Krón 7:35	7:35		KJV	szamlalas	
1Krón 7:36	7:36		KJV	szamlalas	
1Krón 7:37	7:37		KJV	szamlalas	
1Krón 7:38	7:38		KJV	szamlalas	
1Krón 7:39	7:39		KJV	szamlalas	
1Krón 7:40	7:40		KJV	szamlalas	
1Krón 8:1	8:1		KJV	szamlalas	
1Krón 8:2	8:2		KJV	szamlalas	
1Krón 8:3	8:3		KJV	szamlalas	
1Krón 8:4	8:4		KJV	szamlalas	
1Krón 8:5	8:5		KJV	szamlalas	
1Krón 8:6	8:6		KJV	szamlalas	
1Krón 8:7	8:7		KJV	szamlalas	
1Krón 8:8	8:8		KJV	szamlalas	
